date,treat,temp,pco2,value,param
12/10/2015,673_28,28,673,31.861,sal
12/10/2015,673_28,28,673,31.82766667,sal
12/10/2015,673_28,28,673,31.861,sal
12/10/2015,701_31,31,701,31.831,sal
12/10/2015,701_31,31,701,31.831,sal
12/10/2015,701_31,31,701,31.79766667,sal
11/10/2015,288_28,28,288,31.99766667,sal
11/10/2015,288_28,28,288,31.931,sal
11/10/2015,288_28,28,288,31.931,sal
11/10/2015,311_31,31,311,31.85766667,sal
11/10/2015,311_31,31,311,31.891,sal
11/10/2015,311_31,31,311,31.891,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3309_31,31,3309,31.891,sal
11/10/2015,3309_31,31,3309,31.92433333,sal
11/10/2015,3309_31,31,3309,31.891,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,405_31,31,405,31.92433333,sal
11/10/2015,405_31,31,405,31.991,sal
11/10/2015,405_31,31,405,31.92433333,sal
11/10/2015,673_28,28,673,31.931,sal
11/10/2015,673_28,28,673,31.931,sal
11/10/2015,673_28,28,673,31.89766667,sal
11/10/2015,701_31,31,701,31.891,sal
11/10/2015,701_31,31,701,31.891,sal
11/10/2015,701_31,31,701,31.85766667,sal
12/16/2015,288_28,28,288,31.99433333,sal
12/16/2015,288_28,28,288,32.061,sal
12/16/2015,288_28,28,288,31.99433333,sal
12/16/2015,311_31,31,311,32.12433333,sal
12/16/2015,311_31,31,311,32.091,sal
12/16/2015,311_31,31,311,32.091,sal
12/16/2015,3285_28,28,3285,31.961,sal
12/16/2015,3285_28,28,3285,31.961,sal
12/16/2015,3285_28,28,3285,31.89433333,sal
12/16/2015,3309_31,31,3309,32.05766667,sal
12/16/2015,3309_31,31,3309,31.991,sal
12/16/2015,3309_31,31,3309,31.891,sal
12/16/2015,447_28,28,447,31.861,sal
12/16/2015,447_28,28,447,31.861,sal
12/16/2015,447_28,28,447,31.82766667,sal
12/16/2015,405_31,31,405,32.02433333,sal
12/16/2015,405_31,31,405,32.02433333,sal
12/16/2015,405_31,31,405,32.05766667,sal
12/16/2015,673_28,28,673,32.02766667,sal
12/16/2015,673_28,28,673,31.99433333,sal
12/16/2015,673_28,28,673,31.99433333,sal
12/16/2015,701_31,31,701,32.05766667,sal
12/16/2015,701_31,31,701,32.05766667,sal
12/16/2015,701_31,31,701,32.05766667,sal
9/19/2015,288_28,28,288,31.761,sal
9/19/2015,288_28,28,288,31.761,sal
9/19/2015,288_28,28,288,31.761,sal
9/19/2015,311_31,31,311,31.89433333,sal
9/19/2015,311_31,31,311,31.861,sal
9/19/2015,311_31,31,311,31.861,sal
9/19/2015,3285_28,28,3285,31.72766667,sal
9/19/2015,3285_28,28,3285,31.72766667,sal
9/19/2015,3285_28,28,3285,31.761,sal
9/19/2015,3309_31,31,3309,31.82766667,sal
9/19/2015,3309_31,31,3309,31.82766667,sal
9/19/2015,3309_31,31,3309,31.761,sal
9/19/2015,447_28,28,447,31.861,sal
9/19/2015,447_28,28,447,31.79433333,sal
9/19/2015,447_28,28,447,31.761,sal
9/19/2015,405_31,31,405,31.761,sal
9/19/2015,405_31,31,405,31.761,sal
9/19/2015,405_31,31,405,31.79433333,sal
9/19/2015,673_28,28,673,31.761,sal
9/19/2015,673_28,28,673,31.761,sal
9/19/2015,673_28,28,673,31.79433333,sal
9/19/2015,701_31,31,701,31.72766667,sal
9/19/2015,701_31,31,701,31.72766667,sal
9/19/2015,701_31,31,701,31.761,sal
11/20/2015,288_28,28,288,31.861,sal
11/20/2015,288_28,28,288,31.92766667,sal
11/20/2015,288_28,28,288,31.961,sal
11/20/2015,311_31,31,311,31.861,sal
11/20/2015,311_31,31,311,31.82766667,sal
11/20/2015,311_31,31,311,31.89433333,sal
11/20/2015,3285_28,28,3285,31.861,sal
11/20/2015,3285_28,28,3285,31.861,sal
11/20/2015,3285_28,28,3285,31.861,sal
11/20/2015,3309_31,31,3309,31.89433333,sal
11/20/2015,3309_31,31,3309,31.861,sal
11/20/2015,3309_31,31,3309,31.79433333,sal
11/20/2015,447_28,28,447,31.961,sal
11/20/2015,447_28,28,447,31.99433333,sal
11/20/2015,447_28,28,447,31.961,sal
11/20/2015,405_31,31,405,31.961,sal
11/20/2015,405_31,31,405,31.99433333,sal
11/20/2015,405_31,31,405,31.961,sal
11/20/2015,673_28,28,673,31.89433333,sal
11/20/2015,673_28,28,673,31.861,sal
11/20/2015,673_28,28,673,31.861,sal
11/20/2015,701_31,31,701,31.89433333,sal
11/20/2015,701_31,31,701,31.89433333,sal
11/20/2015,701_31,31,701,31.89433333,sal
10/20/2015,288_28,28,288,31.761,sal
10/20/2015,288_28,28,288,31.79433333,sal
10/20/2015,288_28,28,288,31.861,sal
10/20/2015,311_31,31,311,31.961,sal
10/20/2015,311_31,31,311,31.961,sal
10/20/2015,311_31,31,311,31.92766667,sal
10/20/2015,3285_28,28,3285,31.861,sal
10/20/2015,3285_28,28,3285,31.861,sal
10/20/2015,3285_28,28,3285,31.861,sal
10/20/2015,3309_31,31,3309,31.961,sal
10/20/2015,3309_31,31,3309,31.961,sal
10/20/2015,3309_31,31,3309,31.89433333,sal
10/20/2015,447_28,28,447,31.761,sal
10/20/2015,447_28,28,447,31.82766667,sal
10/20/2015,447_28,28,447,31.79433333,sal
10/20/2015,405_31,31,405,31.82766667,sal
10/20/2015,405_31,31,405,31.89433333,sal
10/20/2015,405_31,31,405,31.961,sal
10/20/2015,673_28,28,673,31.761,sal
10/20/2015,673_28,28,673,31.761,sal
10/20/2015,673_28,28,673,31.761,sal
10/20/2015,701_31,31,701,31.861,sal
10/20/2015,701_31,31,701,31.861,sal
10/20/2015,701_31,31,701,31.961,sal
11/30/2015,288_28,28,288,31.861,sal
11/30/2015,288_28,28,288,31.861,sal
11/30/2015,288_28,28,288,31.89433333,sal
11/30/2015,311_31,31,311,31.95766667,sal
11/30/2015,311_31,31,311,31.95766667,sal
11/30/2015,311_31,31,311,31.92433333,sal
11/30/2015,3285_28,28,3285,31.961,sal
11/30/2015,3285_28,28,3285,31.961,sal
11/30/2015,3285_28,28,3285,31.961,sal
11/30/2015,3309_31,31,3309,31.95766667,sal
11/30/2015,3309_31,31,3309,31.891,sal
11/30/2015,3309_31,31,3309,31.991,sal
11/30/2015,447_28,28,447,32.02766667,sal
11/30/2015,447_28,28,447,32.02766667,sal
11/30/2015,447_28,28,447,31.961,sal
11/30/2015,405_31,31,405,31.891,sal
11/30/2015,405_31,31,405,31.92433333,sal
11/30/2015,405_31,31,405,31.891,sal
11/30/2015,673_28,28,673,31.861,sal
11/30/2015,673_28,28,673,31.89433333,sal
11/30/2015,673_28,28,673,31.861,sal
11/30/2015,701_31,31,701,31.92433333,sal
11/30/2015,701_31,31,701,31.92433333,sal
11/30/2015,701_31,31,701,31.85766667,sal
10/30/2015,288_28,28,288,31.82766667,sal
10/30/2015,288_28,28,288,31.82766667,sal
10/30/2015,288_28,28,288,31.89433333,sal
10/30/2015,311_31,31,311,31.82766667,sal
10/30/2015,311_31,31,311,31.79433333,sal
10/30/2015,311_31,31,311,31.861,sal
10/30/2015,3285_28,28,3285,31.961,sal
10/30/2015,3285_28,28,3285,31.99433333,sal
10/30/2015,3285_28,28,3285,31.89433333,sal
10/30/2015,3309_31,31,3309,31.861,sal
10/30/2015,3309_31,31,3309,31.82766667,sal
10/30/2015,3309_31,31,3309,31.861,sal
10/30/2015,447_28,28,447,31.861,sal
10/30/2015,447_28,28,447,31.861,sal
10/30/2015,447_28,28,447,31.861,sal
10/30/2015,405_31,31,405,31.761,sal
10/30/2015,405_31,31,405,31.82766667,sal
10/30/2015,405_31,31,405,31.861,sal
10/30/2015,673_28,28,673,31.82766667,sal
10/30/2015,673_28,28,673,31.82766667,sal
10/30/2015,673_28,28,673,31.82766667,sal
10/30/2015,701_31,31,701,31.861,sal
10/30/2015,701_31,31,701,31.861,sal
10/30/2015,701_31,31,701,31.861,sal
9/30/2015,288_28,28,288,31.361,sal
9/30/2015,288_28,28,288,31.42766667,sal
9/30/2015,288_28,28,288,31.39433333,sal
9/30/2015,311_31,31,311,31.361,sal
9/30/2015,311_31,31,311,31.361,sal
9/30/2015,311_31,31,311,31.29433333,sal
9/30/2015,3285_28,28,3285,31.29433333,sal
9/30/2015,3285_28,28,3285,31.32766667,sal
9/30/2015,3285_28,28,3285,31.361,sal
9/30/2015,3309_31,31,3309,31.461,sal
9/30/2015,3309_31,31,3309,31.461,sal
9/30/2015,3309_31,31,3309,31.461,sal
9/30/2015,447_28,28,447,31.361,sal
9/30/2015,447_28,28,447,31.361,sal
9/30/2015,447_28,28,447,31.32766667,sal
9/30/2015,405_31,31,405,31.32766667,sal
9/30/2015,405_31,31,405,31.361,sal
9/30/2015,405_31,31,405,31.39433333,sal
9/30/2015,673_28,28,673,31.29433333,sal
9/30/2015,673_28,28,673,31.29433333,sal
9/30/2015,673_28,28,673,31.29433333,sal
9/30/2015,701_31,31,701,31.29433333,sal
9/30/2015,701_31,31,701,31.29433333,sal
9/30/2015,701_31,31,701,31.32766667,sal
10/9/2015,288_28,28,288,8.192164179,pHm
10/9/2015,288_28,28,288,8.197761194,pHm
10/9/2015,288_28,28,288,8.192164179,pHm
10/9/2015,311_31,31,311,8.140115163,pHm
10/9/2015,311_31,31,311,8.151631478,pHm
10/9/2015,311_31,31,311,8.16890595,pHm
10/9/2015,3285_28,28,3285,7.296641791,pHm
10/9/2015,3285_28,28,3285,7.268656716,pHm
10/9/2015,3285_28,28,3285,7.291044776,pHm
10/9/2015,3309_31,31,3309,7.24184261,pHm
10/9/2015,3309_31,31,3309,7.236084453,pHm
10/9/2015,3309_31,31,3309,7.224568138,pHm
10/9/2015,447_28,28,447,8.15858209,pHm
10/9/2015,447_28,28,447,8.175373134,pHm
10/9/2015,447_28,28,447,8.175373134,pHm
10/9/2015,405_31,31,405,8.16890595,pHm
10/9/2015,405_31,31,405,8.174664107,pHm
10/9/2015,405_31,31,405,8.197696737,pHm
10/9/2015,673_28,28,673,7.962686567,pHm
10/9/2015,673_28,28,673,7.973880597,pHm
10/9/2015,673_28,28,673,7.957089552,pHm
10/9/2015,701_31,31,701,7.990403071,pHm
10/9/2015,701_31,31,701,7.978886756,pHm
10/9/2015,701_31,31,701,7.967370441,pHm
12/10/2015,288_28,28,288,8.318014706,pHm
12/10/2015,288_28,28,288,8.318014706,pHm
12/10/2015,288_28,28,288,8.3125,pHm
12/10/2015,311_31,31,311,8.466789668,pHm
12/10/2015,311_31,31,311,8.472324723,pHm
12/10/2015,311_31,31,311,8.461254613,pHm
12/10/2015,3285_28,28,3285,7.419117647,pHm
12/10/2015,3285_28,28,3285,7.413602941,pHm
12/10/2015,3285_28,28,3285,7.424632353,pHm
12/10/2015,3309_31,31,3309,7.492619926,pHm
12/10/2015,3309_31,31,3309,7.470479705,pHm
12/10/2015,3309_31,31,3309,7.464944649,pHm
12/10/2015,447_28,28,447,8.295955882,pHm
12/10/2015,447_28,28,447,8.284926471,pHm
12/10/2015,447_28,28,447,8.301470588,pHm
12/10/2015,405_31,31,405,8.212177122,pHm
12/10/2015,405_31,31,405,8.195571956,pHm
12/10/2015,405_31,31,405,8.206642066,pHm
12/10/2015,673_28,28,673,8.020220588,pHm
12/10/2015,673_28,28,673,8.020220588,pHm
12/10/2015,673_28,28,673,8.020220588,pHm
12/10/2015,701_31,31,701,8.140221402,pHm
12/10/2015,701_31,31,701,8.145756458,pHm
12/10/2015,701_31,31,701,8.145756458,pHm
11/10/2015,288_28,28,288,8.401869159,pHm
11/10/2015,288_28,28,288,8.396261682,pHm
11/10/2015,288_28,28,288,8.407476636,pHm
11/10/2015,311_31,31,311,8.322701689,pHm
11/10/2015,311_31,31,311,8.328330206,pHm
11/10/2015,311_31,31,311,8.311444653,pHm
11/10/2015,3285_28,28,3285,7.353271028,pHm
11/10/2015,3285_28,28,3285,7.336448598,pHm
11/10/2015,3285_28,28,3285,7.364485981,pHm
11/10/2015,3309_31,31,3309,7.230769231,pHm
11/10/2015,3309_31,31,3309,7.230769231,pHm
11/10/2015,3309_31,31,3309,7.230769231,pHm
11/10/2015,447_28,28,447,8.160747664,pHm
11/10/2015,447_28,28,447,8.143925234,pHm
11/10/2015,447_28,28,447,8.14953271,pHm
11/10/2015,405_31,31,405,8.080675422,pHm
11/10/2015,405_31,31,405,8.075046904,pHm
11/10/2015,405_31,31,405,8.08630394,pHm
11/10/2015,673_28,28,673,8.020560748,pHm
11/10/2015,673_28,28,673,8.009345794,pHm
11/10/2015,673_28,28,673,8.009345794,pHm
11/10/2015,701_31,31,701,7.990619137,pHm
11/10/2015,701_31,31,701,7.990619137,pHm
11/10/2015,701_31,31,701,7.990619137,pHm
12/16/2015,288_28,28,288,8.269230769,pHm
12/16/2015,288_28,28,288,8.258241758,pHm
12/16/2015,288_28,28,288,8.258241758,pHm
12/16/2015,311_31,31,311,8.413357401,pHm
12/16/2015,311_31,31,311,8.413357401,pHm
12/16/2015,311_31,31,311,8.397111913,pHm
12/16/2015,3285_28,28,3285,7.401098901,pHm
12/16/2015,3285_28,28,3285,7.412087912,pHm
12/16/2015,3285_28,28,3285,7.406593407,pHm
12/16/2015,3309_31,31,3309,7.460288809,pHm
12/16/2015,3309_31,31,3309,7.481949458,pHm
12/16/2015,3309_31,31,3309,7.492779783,pHm
12/16/2015,447_28,28,447,8.192307692,pHm
12/16/2015,447_28,28,447,8.192307692,pHm
12/16/2015,447_28,28,447,8.192307692,pHm
12/16/2015,405_31,31,405,8.126353791,pHm
12/16/2015,405_31,31,405,8.110108303,pHm
12/16/2015,405_31,31,405,8.115523466,pHm
12/16/2015,673_28,28,673,8.126373626,pHm
12/16/2015,673_28,28,673,8.137362637,pHm
12/16/2015,673_28,28,673,8.131868132,pHm
12/16/2015,701_31,31,701,8.16967509,pHm
12/16/2015,701_31,31,701,8.19133574,pHm
12/16/2015,701_31,31,701,8.196750903,pHm
9/19/2015,288_28,28,288,8.331491713,pHm
9/19/2015,288_28,28,288,8.337016575,pHm
9/19/2015,288_28,28,288,8.325966851,pHm
9/19/2015,311_31,31,311,8.35483871,pHm
9/19/2015,311_31,31,311,8.366223909,pHm
9/19/2015,311_31,31,311,8.377609108,pHm
9/19/2015,3285_28,28,3285,7.342541436,pHm
9/19/2015,3285_28,28,3285,7.359116022,pHm
9/19/2015,3285_28,28,3285,7.359116022,pHm
9/19/2015,3309_31,31,3309,7.273244782,pHm
9/19/2015,3309_31,31,3309,7.267552182,pHm
9/19/2015,3309_31,31,3309,7.278937381,pHm
9/19/2015,447_28,28,447,8.171270718,pHm
9/19/2015,447_28,28,447,8.171270718,pHm
9/19/2015,447_28,28,447,8.187845304,pHm
9/19/2015,405_31,31,405,8.337760911,pHm
9/19/2015,405_31,31,405,8.337760911,pHm
9/19/2015,405_31,31,405,8.34345351,pHm
9/19/2015,673_28,28,673,8.033149171,pHm
9/19/2015,673_28,28,673,8.022099448,pHm
9/19/2015,673_28,28,673,8.038674033,pHm
9/19/2015,701_31,31,701,8.018975332,pHm
9/19/2015,701_31,31,701,8.013282732,pHm
9/19/2015,701_31,31,701,8.013282732,pHm
11/20/2015,288_28,28,288,8.269016698,pHm
11/20/2015,288_28,28,288,8.252319109,pHm
11/20/2015,288_28,28,288,8.263450835,pHm
11/20/2015,311_31,31,311,8.34345351,pHm
11/20/2015,311_31,31,311,8.34914611,pHm
11/20/2015,311_31,31,311,8.34914611,pHm
11/20/2015,3285_28,28,3285,7.350649351,pHm
11/20/2015,3285_28,28,3285,7.339517625,pHm
11/20/2015,3285_28,28,3285,7.345083488,pHm
11/20/2015,3309_31,31,3309,7.330170778,pHm
11/20/2015,3309_31,31,3309,7.352941176,pHm
11/20/2015,3309_31,31,3309,7.330170778,pHm
11/20/2015,447_28,28,447,8.185528757,pHm
11/20/2015,447_28,28,447,8.179962894,pHm
11/20/2015,447_28,28,447,8.179962894,pHm
11/20/2015,405_31,31,405,8.127134725,pHm
11/20/2015,405_31,31,405,8.132827324,pHm
11/20/2015,405_31,31,405,8.132827324,pHm
11/20/2015,673_28,28,673,8.035250464,pHm
11/20/2015,673_28,28,673,8.035250464,pHm
11/20/2015,673_28,28,673,8.024118738,pHm
11/20/2015,701_31,31,701,8.092979127,pHm
11/20/2015,701_31,31,701,8.110056926,pHm
11/20/2015,701_31,31,701,8.104364326,pHm
10/20/2015,288_28,28,288,8.237918216,pHm
10/20/2015,288_28,28,288,8.249070632,pHm
10/20/2015,288_28,28,288,8.25464684,pHm
10/20/2015,311_31,31,311,8.264650284,pHm
10/20/2015,311_31,31,311,8.202268431,pHm
10/20/2015,311_31,31,311,8.207939509,pHm
10/20/2015,3285_28,28,3285,7.267657993,pHm
10/20/2015,3285_28,28,3285,7.273234201,pHm
10/20/2015,3285_28,28,3285,7.284386617,pHm
10/20/2015,3309_31,31,3309,7.24952741,pHm
10/20/2015,3309_31,31,3309,7.243856333,pHm
10/20/2015,3309_31,31,3309,7.232514178,pHm
10/20/2015,447_28,28,447,8.221189591,pHm
10/20/2015,447_28,28,447,8.221189591,pHm
10/20/2015,447_28,28,447,8.221189591,pHm
10/20/2015,405_31,31,405,8.145557656,pHm
10/20/2015,405_31,31,405,8.151228733,pHm
10/20/2015,405_31,31,405,8.162570888,pHm
10/20/2015,673_28,28,673,7.920074349,pHm
10/20/2015,673_28,28,673,7.920074349,pHm
10/20/2015,673_28,28,673,7.920074349,pHm
10/20/2015,701_31,31,701,7.930056711,pHm
10/20/2015,701_31,31,701,7.930056711,pHm
10/20/2015,701_31,31,701,7.930056711,pHm
11/30/2015,288_28,28,288,8.422794118,pHm
11/30/2015,288_28,28,288,8.411764706,pHm
11/30/2015,288_28,28,288,8.411764706,pHm
11/30/2015,311_31,31,311,8.536044362,pHm
11/30/2015,311_31,31,311,8.541589649,pHm
11/30/2015,311_31,31,311,8.541589649,pHm
11/30/2015,3285_28,28,3285,7.363970588,pHm
11/30/2015,3285_28,28,3285,7.375,pHm
11/30/2015,3285_28,28,3285,7.369485294,pHm
11/30/2015,3309_31,31,3309,7.46025878,pHm
11/30/2015,3309_31,31,3309,7.465804067,pHm
11/30/2015,3309_31,31,3309,7.426987061,pHm
11/30/2015,447_28,28,447,8.306985294,pHm
11/30/2015,447_28,28,447,8.3125,pHm
11/30/2015,447_28,28,447,8.329044118,pHm
11/30/2015,405_31,31,405,8.292051756,pHm
11/30/2015,405_31,31,405,8.292051756,pHm
11/30/2015,405_31,31,405,8.292051756,pHm
11/30/2015,673_28,28,673,8.042279412,pHm
11/30/2015,673_28,28,673,8.047794118,pHm
11/30/2015,673_28,28,673,8.053308824,pHm
11/30/2015,701_31,31,701,8.136783734,pHm
11/30/2015,701_31,31,701,8.147874307,pHm
11/30/2015,701_31,31,701,8.14232902,pHm
10/30/2015,288_28,28,288,8.431034483,pHm
10/30/2015,288_28,28,288,8.431034483,pHm
10/30/2015,288_28,28,288,8.431034483,pHm
10/30/2015,311_31,31,311,8.20112782,pHm
10/30/2015,311_31,31,311,8.189849624,pHm
10/30/2015,311_31,31,311,8.195488722,pHm
10/30/2015,3285_28,28,3285,7.356321839,pHm
10/30/2015,3285_28,28,3285,7.356321839,pHm
10/30/2015,3285_28,28,3285,7.367816092,pHm
10/30/2015,3309_31,31,3309,7.293233083,pHm
10/30/2015,3309_31,31,3309,7.304511278,pHm
10/30/2015,3309_31,31,3309,7.276315789,pHm
10/30/2015,447_28,28,447,8.24137931,pHm
10/30/2015,447_28,28,447,8.235632184,pHm
10/30/2015,447_28,28,447,8.24137931,pHm
10/30/2015,405_31,31,405,8.291353383,pHm
10/30/2015,405_31,31,405,8.285714286,pHm
10/30/2015,405_31,31,405,8.291353383,pHm
10/30/2015,673_28,28,673,8.034482759,pHm
10/30/2015,673_28,28,673,8.034482759,pHm
10/30/2015,673_28,28,673,8.034482759,pHm
10/30/2015,701_31,31,701,7.953007519,pHm
10/30/2015,701_31,31,701,7.953007519,pHm
10/30/2015,701_31,31,701,7.953007519,pHm
9/30/2015,288_28,28,288,8.382084095,pHm
9/30/2015,288_28,28,288,8.393053016,pHm
9/30/2015,288_28,28,288,8.393053016,pHm
9/30/2015,311_31,31,311,8.300934579,pHm
9/30/2015,311_31,31,311,8.278504673,pHm
9/30/2015,311_31,31,311,8.28411215,pHm
9/30/2015,3285_28,28,3285,7.31261426,pHm
9/30/2015,3285_28,28,3285,7.219378428,pHm
9/30/2015,3285_28,28,3285,7.329067642,pHm
9/30/2015,3309_31,31,3309,7.117757009,pHm
9/30/2015,3309_31,31,3309,7.117757009,pHm
9/30/2015,3309_31,31,3309,7.117757009,pHm
9/30/2015,447_28,28,447,8.288848263,pHm
9/30/2015,447_28,28,447,8.283363803,pHm
9/30/2015,447_28,28,447,8.283363803,pHm
9/30/2015,405_31,31,405,8.138317757,pHm
9/30/2015,405_31,31,405,8.138317757,pHm
9/30/2015,405_31,31,405,8.138317757,pHm
9/30/2015,673_28,28,673,8.053016453,pHm
9/30/2015,673_28,28,673,8.053016453,pHm
9/30/2015,673_28,28,673,8.053016453,pHm
9/30/2015,701_31,31,701,7.852336449,pHm
9/30/2015,701_31,31,701,7.857943925,pHm
9/30/2015,701_31,31,701,7.869158879,pHm
10/9/2015,288_28,28,288,2030.3,alk
10/9/2015,288_28,28,288,2031.3,alk
10/9/2015,288_28,28,288,2030.5,alk
10/9/2015,311_31,31,311,2076.2,alk
10/9/2015,311_31,31,311,2078.2,alk
10/9/2015,311_31,31,311,2073.8,alk
10/9/2015,3285_28,28,3285,2103.1,alk
10/9/2015,3285_28,28,3285,2096.8,alk
10/9/2015,3285_28,28,3285,2104.1,alk
10/9/2015,3309_31,31,3309,2090.3,alk
10/9/2015,3309_31,31,3309,2089.6,alk
10/9/2015,3309_31,31,3309,2093.4,alk
10/9/2015,447_28,28,447,2057.5,alk
10/9/2015,447_28,28,447,2053.5,alk
10/9/2015,447_28,28,447,2055.1,alk
10/9/2015,405_31,31,405,2042.1,alk
10/9/2015,405_31,31,405,2040.9,alk
10/9/2015,405_31,31,405,2039.9,alk
10/9/2015,673_28,28,673,2050,alk
10/9/2015,673_28,28,673,2052.9,alk
10/9/2015,673_28,28,673,2056.1,alk
10/9/2015,701_31,31,701,2029.8,alk
10/9/2015,701_31,31,701,2034.3,alk
10/9/2015,701_31,31,701,2031.5,alk
12/10/2015,288_28,28,288,2087.2,alk
12/10/2015,288_28,28,288,2083.7,alk
12/10/2015,288_28,28,288,2084.2,alk
12/10/2015,311_31,31,311,2132.7,alk
12/10/2015,311_31,31,311,2128,alk
12/10/2015,311_31,31,311,2130,alk
12/10/2015,3285_28,28,3285,2159.6,alk
12/10/2015,3285_28,28,3285,2158,alk
12/10/2015,3285_28,28,3285,2159.3,alk
12/10/2015,3309_31,31,3309,2144,alk
12/10/2015,3309_31,31,3309,2142.2,alk
12/10/2015,3309_31,31,3309,2143.3,alk
12/10/2015,447_28,28,447,2080.2,alk
12/10/2015,447_28,28,447,2075.4,alk
12/10/2015,447_28,28,447,2081.7,alk
12/10/2015,405_31,31,405,2097.1,alk
12/10/2015,405_31,31,405,2092.3,alk
12/10/2015,405_31,31,405,2092.3,alk
12/10/2015,673_28,28,673,2120.9,alk
12/10/2015,673_28,28,673,2119,alk
12/10/2015,673_28,28,673,2120.5,alk
12/10/2015,701_31,31,701,2118.1,alk
12/10/2015,701_31,31,701,2112.4,alk
12/10/2015,701_31,31,701,2115.3,alk
