"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg","count","offset"
"78","CFPE12","700_28_2","673_28",673,28,"T90","F","P","E","700","28","PE_F",13.964,332855.9152,0.048,14.818,219.2,163.3,131.65,43.7,338.65,121.1,89.95,27.7,238.75,145.4,108.55,30.95,284.9,113.2,80.55,18.7,212.45,118.95,87.2,13.05,-0.059,0.130963256,0.011040476,"830000",0.394
"79","CFPE13","400_28","447_28",447,28,"T0","F","P","E","T0","T0","PE_F",8.785333333,1193261.496,0.389,6.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627460006,0.081611545,"1872000",0.626
"80","CFPE14","280_28_2","288_28",288,28,"T90","F","P","E","280","28","PE_F",8.052,1384930.656,0.411,133.943,201,147.35,109.3,9.95,266.6,111.65,78.1,19.3,209.05,105.85,74.6,27.65,208.1,95.3,67,18.45,180.75,107.9,78.15,14.95,-0.39,0.43336822,0.277998049,"1376667",0.994
"81","CFPE2","280_28_3","288_28",288,28,"T90","F","P","E","280","28","PE_F",10.804,741184.0928,0.227,28.079,272.3,136.2,108.1,30.35,274.65,146.55,114,45.3,305.85,133.45,100,38.4,271.85,114.65,82,18.7,215.35,140,107.3,25,-0.945,0.28637787,0.087067659,"1213333",0.602
"82","CFPE40","2800_28_1","3285_28",3285,28,"T90","F","P","E","2800","28","PE_F",9.408,775821.1388,0.252,35.975,286.65,134.8,103.2,23.8,261.8,103.1,78.45,30.2,211.75,135.7,106.35,44.55,286.6,140.1,105.6,32.05,277.75,141.05,110.45,35.15,-0.912,0.370696471,NA,"1303333",0.585
"83","CFPE42","2800_28_1","3285_28",3285,28,"T90","F","P","E","2800","28","PE_F",9.626,1302721.795,0.41,80.703,288.8,165.2,129.15,23.25,317.6,121.1,88.5,27.5,237.1,131.15,101.65,43.25,276.05,102,77.45,33.85,213.3,132.95,109.05,46.8,0.089,0.599661849,0.015049067,"1900000",0.675
"84","CFPE6","700_28_3","673_28",673,28,"T90","F","P","E","700","28","PE_F",10.186,1078868.999,0.282,50.272,195.9,134.15,102.7,25.55,262.4,105.6,78.4,25.95,209.95,98.4,73.65,47.1,219.15,105.55,72.95,17.25,195.75,108.3,76.7,10.9,0.501,0.296192129,0.139318444,"1356667",0.785
"85","CFPE8","2800_28_3","3285_28",3285,28,"T90","F","P","E","2800","28","PE_F",11.411,1009902.725,0.222,37.497,266.35,157.75,121.6,33.3,312.65,94.5,66.5,21.45,182.45,122.85,91.2,30.95,245,119.75,90.35,27.05,237.15,131.55,101.3,33.5,-0.27,0.292174768,0.135297048,"1340000",0.745
"86","CFPF1","280_31_3","311_31",311,31,"T90","F","P","F","280","31","PF_F",10.667,253112.3444,0.24,65.921,398.55,99.35,69.3,9.55,178.2,123.15,92.2,29.75,245.1,172.55,138.75,49.8,361.1,180.3,145.7,58.4,384.4,178.65,151.6,68.3,0.323,0.454428344,0.101261598,"333333",0.75
"87","CFPF2","280_28_3","288_28",288,28,"T90","F","P","F","280","28","PF_F",11.07,768948.1767,0.275,28.832,327.5,136.75,101.75,18.25,256.75,167.45,131.2,49.45,348.1,144,106.8,37.9,288.7,171.35,132.95,39.2,343.5,161.65,128.25,37.6,-0.7,0.292871548,0.144708576,"1520000",0.497
"88","CFPF6","700_28_3","673_28",673,28,"T90","F","P","F","700","28","PF_F",11.765,493087.0354,0.139,9.643,283.75,174.7,137.3,40.1,352.1,127.65,96.9,30.05,254.6,173.3,137.55,66.6,377.45,169.7,135.15,55.6,360.45,146.8,111.55,25.4,-0.171,0.222075191,0.178358814,"763333",0.637
"89","CFPF7","2800_31_3","3309_31",3309,31,"T90","F","P","F","2800","31","PF_F",12.335,116224.396,0.071,25.589,314.35,152.8,120.2,31.65,304.65,150.9,121.95,51.4,324.25,211.15,181.45,100.05,492.65,215.2,190.15,99.9,505.25,140.25,113.85,60.25,-0.94,0.257079352,0.080168827,"76667",1.5
"90","CFPF8","2800_28_3","3285_28",3285,28,"T90","F","P","F","2800","28","PF_F",15.117,2192410.311,0.491,46.865,256.85,178.65,144.45,42.95,366.05,129.8,97.3,31.55,258.65,147.15,109.05,39.45,295.65,140.05,104.95,31.15,276.15,124.1,94.65,38.1,-0.013,0.543351799,0.092627801,"3126667",0.695
"91","CFSA1","280_31_1","311_31",311,31,"T90","F","S","A","280","31","SA_F",10.283,3880705.394,0.392,99.083,93.3,148.2,96.2,41.5,285.9,176.1,122.3,57.1,355.5,111.8,60.2,18.4,190.4,75.6,39.6,19.7,134.9,48.8,27.1,17.4,0.752,0.762917605,1.191960831,"1720000",2.237
"92","CFSA10","2800_28_1","3285_28",3285,28,"T90","F","S","A","2800","28","SA_F",6.446,1833169.571,0.491,53.324,147.1,119.7,62.8,24,206.5,111.8,63.9,30.3,206,102.5,59.1,33.5,195.1,96.9,60.9,40,197.8,76.8,42.4,27.9,-0.056,0.789759019,0.15873714,"2110000",0.853
"93","CFSA14","280_28_1","288_28",288,28,"T90","F","S","A","280","28","SA_F",4.661,1645998.713,0.617,80.513,142.3,NA,NA,NA,NA,134.4,79.7,30,244.1,137.3,88,34.5,259.8,71.1,37.7,17.8,126.6,74.8,42,25.5,0.957,0.575092154,0.403725568,"1370000",1.18
"94","CFSA2","400_28_1","447_28",447,28,"T90","F","S","A","400","28","SA_F",8.3,2284727.521,0.235,154.015,146.6,NA,NA,NA,NA,130.8,69.8,26.5,227.1,122.8,71.4,29.4,223.6,68.8,37.2,19.4,125.4,80.9,43.8,21.9,1.093,0.732976545,0.166935082,"2873333",0.783
"95","CFSA3","400_31_1","405_31",405,31,"T90","F","S","A","400","31","SA_F",10.181,2500753.012,0.51,55.632,170.5,121.1,64.7,28.9,214.7,125.9,72.5,42,240.4,162.5,102.3,61.9,326.7,102.4,54.6,25.3,182.3,98.3,50.4,21.8,0.182,1.066264257,0.296366044,"3143333",0.786
"96","CFSA5","700_31_1","701_31",701,31,"T90","F","S","A","700","31","SA_F",8.918,2940978.582,0.542,106.384,142.2,166.1,109.3,36.9,312.3,133.2,80.4,39.2,252.8,82.7,44.8,17.5,145,75.4,43.8,26.9,146.1,74.8,41.2,26.2,1.692,0.726645718,0.166499315,"4683333",0.617
"97","CFSA6","700_28_1","673_28",673,28,"T90","F","S","A","700","28","SA_F",9.068,2834583.15,0.655,59.175,142.1,145.7,90.3,32.2,268.2,95.3,49.5,19.2,164,96.9,54.9,23.7,175.5,64.6,35,20.4,120,80.4,43,18.7,0.414,1.572581353,0.438758521,"3173333",0.882
"98","CFSA7","2800_31_1","3309_31",3309,31,"T90","F","S","A","2800","31","SA_F",8.812,262132.6172,0.208,16.317,196.9,152,90.7,40.9,283.6,132.4,77,56.3,265.7,99.3,57.4,40.3,197,105.9,60.3,47.7,213.9,99.8,52,45.1,-0.012,0.533037126,0.131249652,"412500",0.624
"99","CFSA9","400_28","447_28",447,28,"T0","F","S","A","T0","T0","SA_F",8.170666667,1312500,0.398,21.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605160317,0.005592858,"1915000",0.673
"100","CFSB1","280_31_1","311_31",311,31,"T90","F","S","B","280","31","SB_F",12.31,2719542.907,0.607,137.614,93.2,121.4,67.3,22,210.7,66.2,34,14,114.2,73.8,38.6,18.9,131.3,70.7,39,21,130.7,50.6,27.4,15.2,0.732,0.910510653,0.482782542,"2766667",0.975
"101","CFSB10","400_31_1","405_31",405,31,"T90","F","S","B","400","31","SB_F",11.296,2612683.33,0.336,95.786,146.5,100.3,52.1,18.4,170.8,60.1,29.6,13.7,103.4,91.9,53.8,25.4,171.1,75,40.1,23.3,138.4,77.2,44.7,24.6,1.609,0.29464951,0.481506989,"5270000",0.487
"102","CFSB13","400_28_1","447_28",447,28,"T90","F","S","B","400","28","SB_F",12.975,3897341.04,0.493,148.667,118.5,NA,NA,NA,NA,67.9,32.4,14.2,114.5,54.4,27.2,15.5,97.1,44.2,24.3,15.1,83.6,61.8,34.7,22,1.139,0.606618176,0.323750181,"5880000",0.655
"103","CFSB2","280_28_1","288_28",288,28,"T90","F","S","B","280","28","SB_F",10.805,4084531.375,0.435,151.102,91.1,110.7,57.9,10.8,179.4,55.8,28.3,11.1,95.2,67.6,34.9,17.8,120.3,42.4,24.9,16,83.3,44.3,27.3,19.5,1.122,1.444916782,0.285145162,"6686667",0.602
"104","CFSB3","2800_28_1","3285_28",3285,28,"T90","F","S","B","2800","28","SB_F",9.702,792716.0282,0.245,36.873,117.4,NA,NA,NA,NA,103,54.3,24.3,181.6,55.3,27.5,16.6,99.4,63.8,36.9,25.5,126.2,61.9,33.5,22,-0.271,0.493512154,0.197784221,"1373333",0.567
"105","CFSB5","700_31_1","701_31",701,31,"T90","F","S","B","700","31","SB_F",11.185,2867683.872,0.62,101.591,118.6,148.5,89.2,28.8,266.5,59.3,29.1,9.6,98,67.9,39,20.1,127,73,39.9,20.8,133.7,66.9,34.5,17.2,1.359,1.429475617,0.181478755,"3960000",0.715
"106","CFSB5","700_31_1","701_31",701,31,"T90","F","S","B","700","31","SB_F",11.185,2867683.872,0.62,101.591,118.6,148.5,89.2,28.8,266.5,59.3,29.1,9.6,98,67.9,39,20.1,127,73,39.9,20.8,133.7,66.9,34.5,17.2,1.359,1.429475617,0.181478755,"3960000",0.715
"107","CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700","28","SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,2.974550933,0.11862404,"5040000",0.453
"108","CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700","28","SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,1.017685861,0.11862404,"5040000",0.453
"109","CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700","28","SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,1.017685861,0.11862404,"5040000",0.453
"110","CFSB7","2800_31_1","3309_31",3309,31,"T90","F","S","B","2800","31","SB_F",11.199,303351.39,0.208,32.569,144.8,131.8,73.6,34.7,240.1,78,43.4,29,150.4,57.8,31.4,22,111.2,66.2,34.9,27.8,128.9,75.8,38.8,30.2,-0.109,0.488145103,0.039124817,"606667",0.491
"111","CFSB9","400_28","447_28",447,28,"T0","F","S","B","T0","T0","SB_F",11.544,1426130.457,0.525,51.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.034981647,0.017036364,"2032500",0.693
"112","CFSC11","400_28","447_28",447,28,"T0","F","S","C","T0","T0","SC_F",9.465666667,2419762.651,0.669,11.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.261600217,0.165972467,"2663333",0.898
"113","CFSC14","400_28_2","447_28",447,28,"T90","F","S","C","400","28","SC_F",10.229,5088373.306,1.181,221.143,138.5,NA,NA,NA,NA,81.9,42.4,16.7,141,82.9,45,17.2,145.1,45.3,25.1,15.1,85.5,73.1,41.3,24.1,1.434,2.93814537,0.828035019,"1986667",2.542
"114","CFSC2","280_28_2","288_28",288,28,"T90","F","S","C","280","28","SC_F",8.893,2082386.896,0.413,156.962,111.3,104.9,54,15,173.9,107.5,63.5,38.3,209.3,88.8,47.6,23.1,159.5,61.7,33.3,19.7,114.7,58.1,32.4,20.8,1.095,0.897092607,0.363216171,"2436667",0.843
"115","CFSC5","700_31_2","701_31",701,31,"T90","F","S","C","700","31","SC_F",9.915,1554009.077,0.673,151.218,137.4,122.6,64.1,18.9,205.6,109.9,57.6,26.1,193.6,82.4,43.8,21.7,147.9,94,53.2,29.4,176.6,72.4,40.2,24.8,1.41,1.006043248,0.540651476,"1605000",0.958
"116","CFSC6","700_28_2","673_28",673,28,"T90","F","S","C","700","28","SC_F",8.956,2698202.389,0.558,60.892,134.2,139.2,82.3,36.3,257.8,64.9,31.5,14.1,110.5,72.1,39,18.8,129.9,68.6,38.7,23.1,130.4,73,41.4,19.8,0.969,0.788621433,0.484896973,"2810000",0.949
"117","CFSC7","2800_31_2","3309_31",3309,31,"T90","F","S","C","2800","31","SC_F",9.433,4775265.018,0.777,100.383,183.3,141.8,83.1,42.4,267.3,109.1,65.7,50.7,225.5,119.3,76.8,61.9,258,114.8,69.9,52.3,237,84.1,54.2,45,0.448,0.835033542,0.361894209,"3883333",1.219
"118","CFSC9","2800_28_2","3285_28",3285,28,"T90","F","S","C","2800","28","SC_F",9.262,1591664.867,0.474,54.717,211.3,136.2,78.2,35,249.4,79.9,40.3,15.9,136.1,69.2,38.6,18.1,125.9,138.9,95.4,52.7,287,107.6,66.7,37,-0.625,1.784866966,0.793757978,"810000",1.943
"119","CFSD1","280_31_2","311_31",311,31,"T90","F","S","D","280","31","SD_F",10.682,3313113.158,0.476,29.713,115.2,129.5,76.7,33.8,240,75.9,40.6,14.4,130.9,59.2,31.1,11.5,101.8,52.3,29.1,17.4,98.8,60.8,34.6,19.8,2.192,0.922135567,0.155171079,"6320000",0.515
"120","CFSD11","280_28_2","288_28",288,28,"T90","F","S","D","280","28","SD_F",10.905,3300513.542,0.544,152.771,114.6,100.6,51.1,4.6,156.3,88.4,46,21.7,156.1,124.3,76.7,32.5,233.5,83.6,45.6,20.2,149.4,62.2,34.2,18.2,0.37,1.563925338,0.204405955,"4443333",0.734
"121","CFSD12","400_28","447_28",447,28,"T0","F","S","D","T0","T0","SD_F",9.394333333,2264769.542,0.472,46.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.179693974,0.029463524,"2626667",0.852
"122","CFSD3","400_31_2","405_31",405,31,"T90","F","S","D","400","31","SD_F",10.206,526748.9712,0.016,11.22,117.1,160.8,113.1,39.4,313.3,112.5,71,32.8,216.3,105.6,63.8,23.2,192.6,46.9,25.8,14.5,87.2,60.4,34.8,21.9,2.224,0.106281188,0.138480215,"960000",0.539
"123","CFSD4","280_28_3","288_28",288,28,"T90","F","S","D","280","28","SD_F",11.381,3788881.729,0.37,151.004,113.8,NA,NA,NA,NA,141.7,87,34.1,262.8,93,52.9,19.5,165.4,49.8,29.4,19.7,98.9,58.5,34,21.3,2.135,0.824434139,0.193745536,"7700000",0.483
"124","CFSD5","700_31_2","701_31",701,31,"T90","F","S","D","700","31","SD_F",12.59,2265441.741,0.367,16.27,136.5,136.4,84.9,23.2,244.5,89.3,50.8,22.7,162.8,68.4,41.3,19.5,129.2,91.7,52.5,23.5,167.7,72.9,41.9,21.7,1.519,0.704343001,0.131656525,"5093333",0.437
"125","CFSD6","700_28_2","673_28",673,28,"T90","F","S","D","700","28","SD_F",9.677,3504581.467,0.537,140.083,107.1,160.8,101,36.9,298.7,92.9,48.4,19.4,160.7,95.9,52.2,24.7,172.8,87.4,52.9,28.5,168.8,57,32,18.1,2.086,1.089396664,0.442370181,"3943333",0.878
"126","CFSD7","2800_31_2","3309_31",3309,31,"T90","F","S","D","2800","31","SD_F",11.137,2031487.579,0.464,41.255,135.7,177.7,119.9,57.9,355.5,96.7,52.2,22.6,171.5,112.8,71.3,33.8,217.9,84.2,52.5,28.4,165.1,79.5,41.9,14.3,1.413,0.83879909,0.255688463,"4040000",0.494
"127","CFSD8","2800_28_2","3285_28",3285,28,"T90","F","S","D","2800","28","SD_F",8.568,1647122.904,0.479,51.169,158.3,158.4,97.6,37.4,293.4,111.7,65.1,31.3,208.1,101.3,57,27.8,186.1,89.5,54,28.3,171.8,86.4,53.2,18.7,0.822,0.787667422,1.228049398,"1120000",1.459
"128","CFSD9","400_28_2","447_28",447,28,"T90","F","S","D","400","28","SD_F",11.455,3777323.517,0.507,154.612,122.8,NA,NA,NA,NA,92.6,49.7,17.4,159.7,97.9,57.4,26.6,181.9,64,37.5,20.2,121.7,63.9,35.8,23.1,2.397,0.611991971,0.280146555,"4755000",0.786
"129","CFSE1","280_31_3","311_31",311,31,"T90","F","S","E","280","31","SE_F",8.451,812842.6616,0.335,72.003,187.7,112.9,59.7,9.5,182.1,116.7,68.5,33.5,218.7,111.4,64.6,27.4,203.4,98.1,55.3,24,177.4,105.3,57.7,24.7,0.794,NA,0.634875654,"1226667",0.651
"130","CFSE11","400_28_3","447_28",447,28,"T90","F","S","E","400","28","SE_F",1.88,1685106.383,0.133,208.94,211.1,NA,NA,NA,NA,75,37.6,13.9,126.5,106.7,62,21.2,189.9,79.4,40.8,18.5,138.7,110.7,63.5,36.9,1.136,1.723776178,1.195920811,"480000",3.457
"131","CFSE3","400_31_3","405_31",405,31,"T90","F","S","E","400","31","SE_F",9.104,2696836.555,0.368,58.749,126.8,161.6,101.8,42,305.4,150.4,95.5,60.7,306.6,138.3,80.3,36.5,255.1,60.4,28.9,11.1,100.4,73.5,35.8,17.5,0.046,0.290899865,0.309552966,"3720000",0.714
"132","CFSE5","700_31_3","701_31",701,31,"T90","F","S","E","700","31","SE_F",9.119,195423.3075,0.252,37.308,409.6,162.3,106.3,37.3,305.9,108,59.3,22.5,189.8,132.4,80.2,36.5,249.1,170.7,113,82.7,366.4,188.8,123.3,97.5,-0.148,1.091165697,0.207869605,"270000",0.713
"133","CFSE6","700_28_3","673_28",673,28,"T90","F","S","E","700","28","SE_F",8.178,1125259.854,0.554,48.034,214.5,145.9,92.9,38.8,277.6,152,99.8,61.7,313.5,130.3,79.2,32.3,241.8,101.8,59.8,32.5,194.1,113.1,68.3,33.1,1.022,1.43957891,0.551723309,"1070000",1.039
"134","CFSE7","2800_31_3","3309_31",3309,31,"T90","F","S","E","2800","31","SE_F",8.936,43979.40913,0.256,13.658,358.6,160.2,105.2,48.1,313.5,154.3,100.3,70.4,325,173,108.2,72.6,353.8,176.1,116.7,109.2,402,162.4,86.7,109.5,-0.337,0.986355952,0.260763662,"30000",1.455
"135","CFSE8","2800_28_3","3285_28",3285,28,"T90","F","S","E","2800","28","SE_F",6.848,520663.9731,0.189,7.311,274.7,120.7,66.7,20.4,207.8,95.2,52.9,24,172.1,125.8,77.9,35.9,239.6,115.8,74.4,48.2,238.4,128.5,86.2,60,-0.418,0.70649591,0.22765247,"636667",0.803
"136","CFSE9","400_28","447_28",447,28,"T0","F","S","E","T0","T0","SE_F",9.466666667,1325070.423,0.335,26.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764934434,0.016828354,"2240000",0.581
"137","CFSF11","400_28_3","447_28",447,28,"T90","F","S","F","400","28","SF_F",10.117,4953083.817,0.752,171.593,126.8,NA,NA,NA,NA,90.2,41.6,12.6,144.4,100.5,55.8,20.8,177.1,50.4,27.1,18.5,96,70.6,36.8,19.4,1.924,1.291746264,0.363136683,"4320000",1.137
"138","CFSF16","2800_28_3","3285_28",3285,28,"T90","F","S","F","2800","28","SF_F",11.373,1759078.519,0.304,27.908,209.2,147.2,85.8,43.1,276.1,122.2,68.9,31.4,222.5,94.7,51.4,25.9,172,83,48.5,26.6,158.1,109.6,63.1,36.5,0.74,1.001629573,0.144050305,"3572500",0.484
"139","CFSF2","280_28_3","288_28",288,28,"T90","F","S","F","280","28","SF_F",10.837,5573818.898,0.531,111.002,100.3,107.9,50.1,9.2,167.2,95.9,47.7,19.1,162.7,65.5,33.2,13.7,112.4,42.1,24.1,18.5,84.7,49,30,21.3,1.999,1.10598236,0.272736172,"10786667",0.508
"140","CFSF3","400_31_3","405_31",405,31,"T90","F","S","F","400","31","SF_F",7.627,6266433.566,1.178,252.923,132.4,123.8,70.1,27.1,221,135.9,76,44,255.9,122.5,66.3,34.2,223,45.4,25.3,16.3,87,68.2,38.9,25.3,1.556,2.507100293,1.340891815,"2060000",3.016
"141","CFSF5","700_31_3","701_31",701,31,"T90","F","S","F","700","31","SF_F",9.508,2923993.83,0.492,126.153,140.6,118.4,58.4,13.9,190.7,78.5,39.8,17.4,135.7,75.5,39.5,18.3,133.3,61.6,35.8,23.8,121.2,73.2,41.8,25.6,0.986,1.134059784,0.447288291,"2396667",1.21
"142","CFSF6","700_28_3","673_28",673,28,"T90","F","S","F","700","28","SF_F",10.336,5122972.232,0.135,142.688,135.8,121.3,62.9,20.3,204.5,128.2,69.4,27.6,225.2,118.2,68.6,31.6,218.4,60.4,33,18.8,112.2,69.8,40.6,25.4,1.526,0.540083469,1.107838182,"1813333",2.806
"143","CFSF7","2800_31_3","3309_31",3309,31,"T90","F","S","F","2800","31","SF_F",11.597,1542380.432,0.589,42.792,117.9,155.9,94.6,48.6,299.1,144.8,85.9,49.6,280.3,117.6,68.8,41.2,227.6,106.9,63.5,40.9,211.3,69.1,34.9,13.9,0.902,0.383356681,0.521294708,"1687500",0.905
"144","CFTA11","400_28","447_28",447,28,"T0","F","T","A","T0","T0","TA_F",11.28675,1687926.108,0.399,9.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.228451124,0.034654321,"3402000",0.487
"145","CFTA2","280_28_1","288_28",288,28,"T90","F","T","A","280","28","TA_F",32.06,1077854.024,0.12,34.131,244.9,86.4,48.5,7.7,142.6,94.9,60.45,25.35,180.7,147,95.1,39.7,281.8,138.05,85.8,42.45,266.3,128.95,82.4,33.55,0.112,0.268257047,0.077432767,"3260000",0.328
"146","CFTA6","700_28_1","673_28",673,28,"T90","F","T","A","700","28","TA_F",17.827,313451.2546,0.021,18.788,456.3,143.4,96.5,29.1,269,113.25,69.65,28.7,211.6,162.55,110.8,53,326.35,107.85,66.25,33.25,207.35,194,169.8,92.5,-0.043,0.134426011,0.104229276,"846667",0.365
"147","CFTA8","2800_28_1","3285_28",3285,28,"T90","F","T","A","2800","28","TA_F",18.647,1498552.072,0.08,21.441,184,118.9,77.3,23.5,219.7,93.15,55.45,23.25,171.85,105.9,64.1,30.1,200.1,92.15,59.45,29.5,181.1,93.3,63.2,27.5,-0.259,0.292448871,0.083297082,"4990000",0.295
"148","CFTB10","400_28","447_28",447,28,"T0","F","T","B","T0","T0","TB_F",14.39275,217887.4781,0.289,93.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937334525,0.076700524,"560000",0.382
"149","CFTB2","280_28_1","288_28",288,28,"T90","F","T","B","280","28","TB_F",23.661,757364.4394,0.077,24.087,227.5,78.1,44.5,14.4,137,129.05,77.6,31.55,238.2,157.65,96.05,45,298.7,141.75,80.6,36,258.35,125.85,69.5,32.15,0.074,0.201948781,0.069175642,"3200000",0.232
"150","CFTC8","400_28","447_28",447,28,"T0","F","T","C","T0","T0","TC_F",11.2615,1261821.249,0.196,21.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522391459,0.031115163,"2537500",0.488
"151","CFTD1","400_28_2","447_28",447,28,"T90","F","T","D","400","28","TD_F",20.389,526419.0426,0.065,21.415,296.9,NA,NA,NA,NA,108.6,62.15,24.9,195.65,139.6,83.65,32.8,256.05,116.2,69.9,32.05,218.15,150.3,101.95,44.65,0.107,0.187972705,0.030044281,"1916667",0.27
"152","CFTD12","400_28","447_28",447,28,"T0","F","T","D","T0","T0","TD_F",5.153333333,315135.8344,0.105,33.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354890563,0.143082197,"290000",1.067
"153","CFTD2","280_28_2","288_28",288,28,"T90","F","T","D","280","28","TD_F",41.524,33041.39808,0.026,14.95,212,120.4,81.4,35.6,237.4,110.85,65.55,36,212.4,136,86.5,43.95,266.45,95.75,57.7,25.4,178.85,104.1,71.2,36.7,0.037,0.077265022,0.034397534,"245000",0.132
"154","CFTF15","400_28","447_28",447,28,"T0","F","T","F","T0","T0","TF_F",21.89933333,530427.1058,0.237,38.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64817277,0.017701023,"1760000",0.297
"155","CFTF2","400_28_3","447_28",447,28,"T90","F","T","F","400","28","TF_F",21.864,758129.6785,0.101,35.771,227.85,NA,NA,NA,NA,103.7,56.15,16.9,176.75,114.95,65.5,37.65,218.1,89.35,51,25.85,166.2,112.8,74.9,40.15,0.145,0.252226425,0.093072976,"2960000",0.252
"156","CNAA13","400_28","447_28",447,28,"T0","N","A","A","T0","T0","AA_N",7.16,1942981.844,0.358,15.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.360746142,0.056703653,"1717500",1.117
"157","CNAA14","700_28_1","673_28",673,28,"T90","N","A","A","700","28","AA_N",12.178,9913820.003,0.216,33.119,376,164.9,124.6,9.8,299.3,103.8,71.8,12.7,188.3,119.3,79.1,17.1,215.5,148.9,109.9,32.2,291,181,151.7,43.3,-0.43,0.901083747,0.166728627,"7452500",1.314
"158","CNAA2","280_28_1","288_28",288,28,"T90","N","A","A","280","28","AA_N",12.034,2289236.053,0.227,97.196,153.8,124.9,88.4,0.4,213.7,150.1,118,29,297.1,116.3,71.8,13.6,201.7,60.5,34,16.5,111,82.7,52,19.1,0.404,0.735641894,0.137564829,"3203333",0.706
