"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg","count","offset"
"239","CNSA17","400_28_1","447_28",447,28,"T90","N","S","A","400","28","SA_N",6.707,3262027.833,0.509,98.313,87.5,NA,NA,NA,NA,120.4,78.8,37.1,236.3,98.2,52.4,17.5,168.1,52.6,27.7,16,96.3,51.1,26.3,10.1,0.325,0.791961735,0.204495442,"3906667",0.82
"240","CNSA18","2800_31_1","3309_31",3309,31,"T90","N","S","A","2800","31","SA_N",8.888,533433.3396,0.319,18.545,173.1,122.6,72.2,18.9,213.7,124.4,84.3,44,252.7,135,88.7,41,264.7,101.5,61.2,31.9,194.6,93.6,54.2,25.3,-0.048,0.6576292,0.155701026,"846667",0.619
"241","CNSA5","700_31_1","701_31",701,31,"T90","N","S","A","700","31","SA_N",8.813,2413117.482,0.392,116.805,132,136.4,81.1,28.6,246.1,116.9,72.2,37.7,226.8,112.8,70.1,35.9,218.8,84.5,49.2,20.3,154,70.5,41.7,19.8,0.686,1.128466733,0.008701362,"3797500",0.624
"242","CNSA6","700_28_1","673_28",673,28,"T90","N","S","A","700","28","SA_N",7.59,1706807.202,0.456,48.75,93,112.4,59.7,17.5,189.6,77.8,40.9,22.3,141,94,55.1,33.5,182.6,85.5,52.7,30,168.2,53,27.9,12.1,0.551,0.827042626,0.21183664,"2313333",0.725
"243","CNSA7","2800_28_1","3285_28",3285,28,"T90","N","S","A","2800","28","SA_N",7.103,1119474.425,0.405,46.658,138.6,NA,NA,NA,NA,94.1,53.3,23,170.4,102.4,68.1,37.1,207.6,79.2,46,23.7,148.9,76.5,44.3,17.8,-0.204,0.558643827,0.205334835,"1420000",0.774
"244","CNSB1","280_31_1","311_31",311,31,"T90","N","S","B","280","31","SB_N",11.196,1052282.133,0.28,61.243,67.4,98.8,50.8,11,160.6,62.2,32.3,12,106.5,54.9,26.6,8.3,89.8,52.8,27.1,14.5,94.4,37.2,19.7,10.5,1.308,1.02575519,0.344775568,"630000",1.652
"245","CNSB15","400_28","447_28",447,28,"T0","N","S","B","T0","T0","SB_N",10.22766667,2233451.749,0.693,66.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.484708171,0.004674107,"2155000",1.027
"246","CNSB16","400_31_3","405_31",405,31,"T90","N","S","B","400","31","SB_N",11.49,2949200.731,0.471,116.605,103.3,NA,NA,NA,NA,94.6,50.3,19,163.9,100.4,54.3,18.2,172.9,48.4,28.2,18.9,95.5,57,30.7,15.6,1.24,0.357386757,0.362069503,"2586667",1.131
"247","CNSB2","280_28_1","288_28",288,28,"T90","N","S","B","280","28","SB_N",10.862,4493033.818,0.697,190.503,68.1,97.3,43.5,1.9,142.7,80,39.3,13.1,132.4,95.2,50,20.4,165.6,56.8,29.2,18,104,35.8,19.6,12.7,1.637,1.972291781,0.32296214,"4033333",1.105
"248","CNSB20","2800_31_1","3309_31",3309,31,"T90","N","S","B","2800","31","SB_N",6.394,1159585.006,0.352,42.512,178,79,38.9,7.2,125.1,105.3,58.8,19.2,183.3,89.6,49.2,23.6,162.4,86.9,50.1,25.2,162.2,96.8,58.5,22.7,0.799,0.927373259,0.514110177,"1123333",1.017
"249","CNSB3","400_31_1","405_31",405,31,"T90","N","S","B","400","31","SB_N",11.577,2492830.406,0.31,106.64,100.7,109.5,59.8,9.9,179.2,78.8,39.6,15.6,134,116.3,67.1,25.8,209.2,59.9,30.9,15.8,106.6,55.1,30.1,15.5,1.014,0.39163738,0.138315523,"5153333",0.475
"250","CNSB5","700_31_1","701_31",701,31,"T90","N","S","B","700","31","SB_N",11.107,1890642.819,0.379,67.256,89.6,135.8,80.7,26.9,243.4,58.1,31.5,11.5,101.1,57,30.1,15.6,102.7,67.8,36.1,16.2,120.1,50.2,27.1,12.3,1.105,0.603406392,0.255067571,"3750000",0.495
"251","CNSB6","700_28_1","673_28",673,28,"T90","N","S","B","700","28","SB_N",10.674,1782024.858,0.363,87.401,77.8,84.6,39.1,5.6,129.3,86.8,44.2,14,145,69.9,34.5,12.2,116.6,68.7,37.1,19.2,125,44.2,22.3,11.3,0.953,0.845282288,0.170443855,"3396667",0.515
"252","CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400","28","SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.194631766,0.181929689,"7030000",0.451
"253","CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400","28","SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.194631766,0.181929689,"7030000",0.451
"254","CNSB8","2800_28_1","3285_28",3285,28,"T90","N","S","B","2800","28","SB_N",9.859,2631897.484,0.659,67.236,125.4,133.1,78.2,32.1,243.4,116.7,67.2,34.1,218,115.2,66.7,30.5,212.4,83.6,47.9,27.6,159.1,68.8,38.9,17.7,0.695,1.503640982,0.436669426,"3203333",0.811
"255","CNSC3","400_31_2","405_31",405,31,"T90","N","S","C","400","31","SC_N",7.851,1200696.302,0.271,42.438,122.4,125.8,75.3,20,221.1,83.8,45.3,21,150.1,85.3,44,13.3,142.6,63.6,31.4,11.1,106.1,69.9,38.6,13.9,0.938,0.371809518,0.175636759,"1683333",0.701
"256","CNSC5","700_31_2","701_31",701,31,"T90","N","S","C","700","31","SC_N",9.474,2312774.865,0.169,61.82,116.5,148.4,93.1,25.6,267.1,101.7,55.8,19.8,177.3,91,49.2,20.5,160.7,98.6,56.6,28.5,183.7,65.9,35.1,15.5,1.172,1.14215841,0.813399972,"660000",3.483
"257","CNSC6","700_28_2","673_28",673,28,"T90","N","S","C","700","28","SC_N",10.399,4939803.834,0.505,107.415,115.9,135.8,81.5,29.1,246.4,87.8,47.8,18.7,154.3,94.4,52,26.3,172.7,54.3,30.6,19.2,104.1,66.5,34.2,15.2,1.137,1.704320176,0.167768308,"9173333",0.529
"258","CNSC7","2800_31_2","3309_31",3309,31,"T90","N","S","C","2800","31","SC_N",9.315,665807.8368,0.183,15.268,158.9,126,78.1,27.8,231.9,119.3,73.6,42.5,235.4,100.8,59.3,32.6,192.7,113.7,71.5,42,227.2,83.4,49.2,26.3,0.236,0.664523437,0.269563932,"1107500",0.59
"259","CNSC8","2800_28_2","3285_28",3285,28,"T90","N","S","C","2800","28","SC_N",8.767,2927341.166,0.411,56.806,113.5,104.3,54.7,11.2,170.2,142,83.7,47.6,273.3,107.2,59.1,30.6,196.9,103.9,58.1,26.7,188.7,68.1,34.9,10.5,-0.236,0.996726516,0.400401949,"2673333",1.084
"260","CNSC9","400_28","447_28",447,28,"T0","N","S","C","T0","T0","SC_N",11.61133333,2238502.612,0.512,55.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.069439676,0.0344776,"3420000",0.646
"261","CNSD1","280_31_2","311_31",311,31,"T90","N","S","D","280","31","SD_N",9.161,791762.1803,0.237,65.657,84.9,103.6,54.1,9.9,167.6,90.9,50.6,21.6,163.1,80.7,44.3,20.1,145.1,78.8,44.9,21.9,145.6,48.5,24.9,11.5,0.919,0.464331365,0.443206965,"533333",1.474
"262","CNSD1","280_31_2","311_31",311,31,"T90","N","S","D","280","31","SD_N",9.161,791762.1803,0.237,65.657,84.9,103.6,54.1,9.9,167.6,90.9,50.6,21.6,163.1,80.7,44.3,20.1,145.1,78.8,44.9,21.9,145.6,48.5,24.9,11.5,0.919,0.464331365,0.443206965,"533333",1.474
"263","CNSD10","400_28","447_28",447,28,"T0","N","S","D","T0","T0","SD_N",11.04566667,2453601.714,0.545,101.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.226928056,0.04152396,"2683333",0.905
"264","CNSD2","280_28_2","288_28",288,28,"T90","N","S","D","280","28","SD_N",8.986,3332705.219,0.422,163.333,71.2,121,69.6,14.9,205.5,119.8,69.9,27.6,217.3,91.1,52.6,27.5,171.2,53.9,30.6,19.7,104.2,34.3,21.4,15.5,1.627,0.956832432,0.167846124,"5348000",0.612
"265","CNSD3","400_31_2","405_31",405,31,"T90","N","S","D","400","31","SD_N",9.112,1783736.328,0.562,38.488,159.3,112.6,68.3,26.5,207.4,84.2,45.8,22.7,152.7,103.8,56.7,22.9,183.4,71.8,38.5,18.4,128.7,89.7,51.5,18.1,0.48,1.408668539,0.382243094,"1003333",1.756
"266","CNSD5","700_31_2","701_31",701,31,"T90","N","S","D","700","31","SD_N",10.957,2587812.966,0.38,62.097,112.7,103.7,58.6,13.4,175.7,99.2,60.2,23.1,182.5,71.4,40.4,18.2,130,85.3,47.7,25.4,158.4,61.5,34,17.2,1.214,0.927277363,0.189131608,"5063333",0.502
"267","CNSD6","700_28_2","673_28",673,28,"T90","N","S","D","700","28","SD_N",8.568,4632172.729,0.7,143.262,66.7,158.6,105.5,35.7,299.8,92.6,50.8,22.6,166,59.6,31.9,19.8,111.3,59.2,36.1,26.2,121.5,33.5,19.6,13.6,0.978,1.181405065,0.338408997,"4900000",0.934
"268","CNSD7","2800_31_2","3309_31",3309,31,"T90","N","S","D","2800","31","SD_N",8.368,906273.6507,0.78,33.738,241.9,NA,NA,NA,NA,93.7,53.3,26.9,173.9,92.5,54.9,28.6,176,93.1,60.1,32.4,185.6,115.1,76.3,50.5,0.301,1.230154186,0.53134309,"790000",1.135
"269","CNSD8","2800_28_2","3285_28",3285,28,"T90","N","S","D","2800","28","SD_N",8.356,3108425.084,0.658,58.551,145.2,97.5,51.5,7.3,156.3,80.1,42.7,20.4,143.2,77.2,42.7,23,142.9,81.1,46.3,24.7,152.1,79,45.4,20.8,0.488,1.879570215,0.327519389,"3206667",0.957
"270","CNSD9","400_28_2","447_28",447,28,"T90","N","S","D","400","28","SD_N",8.1,2591111.111,0.617,130.546,83.6,NA,NA,NA,NA,60.2,29.8,12.7,102.7,100.7,59.3,22.7,182.7,49.3,27.1,16.4,92.8,43.4,25.3,14.9,1.231,0.633840213,0.798658832,"1980000",1.296
"271","CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280","28","SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040748,0.154582837,"4805000",0.529
"272","CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280","28","SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040748,0.154582837,"4805000",0.529
"273","CNSE20","400_31_3","405_31",405,31,"T90","N","S","E","400","31","SE_N",11.112,3350071.994,0.416,109.205,85.4,NA,NA,NA,NA,135,85.4,44.7,265.1,113.9,60.6,19.3,193.8,70.7,39.5,20.5,130.7,47.9,25.7,11.8,1.508,0.944080517,0.238912633,"6647500",0.495
"274","CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400","31","SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.475829758,0.308473686,"3003333",0.84
"275","CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400","31","SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.475829758,0.308473686,"3003333",0.84
"276","CNSE22","400_28_3","447_28",447,28,"T90","N","S","E","400","28","SE_N",8.415,2972352.056,0.386,129.613,77.1,NA,NA,NA,NA,104.6,56.8,18.9,180.3,101.4,58.3,19.7,179.4,44.6,25.2,15.7,85.5,40.1,22.9,14.1,2.364,0.969555111,0.029976578,"4466667",0.654
"277","CNSE23","2800_28_3","3285_28",3285,28,"T90","N","S","E","2800","28","SE_N",10.929,2124439.564,0.432,35.942,143.3,123.7,63,22.9,209.6,NA,NA,NA,NA,88.7,51.1,22.5,162.3,64.7,34.6,16.1,115.4,79.9,46.9,16.5,0.034,1.589156521,0.95261644,"823333",2.562
"278","CNSE5","700_31_3","701_31",701,31,"T90","N","S","E","700","31","SE_N",10.615,58500.28261,0.224,29.57,302.4,103,53,10.9,166.9,114.7,66.5,28.2,209.4,85.2,45,22.4,152.6,134.6,77.5,39.5,251.6,148.5,99.1,54.8,0.634,0.56281398,0.333028367,"76667",0.754
"279","CNSE7","2800_31_3","3309_31",3309,31,"T90","N","S","E","2800","31","SE_N",12.69,280851.0638,0.311,15.615,190.2,171.3,117.9,44.9,334.1,113.1,60.8,28.7,202.6,120.9,67.6,34.6,223.1,140.6,83.6,48,272.2,95.2,52.6,42.4,0.478,0.543408786,0.150601436,"540000",0.512
"280","CNSE9","400_28","447_28",447,28,"T0","N","S","E","T0","T0","SE_N",10.54866667,2177905.58,0.336,2.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69827626,0.021303245,"4102500",0.521
"281","CNSF13","700_28_3","673_28",673,28,"T90","N","S","F","700","28","SF_N",8.722,3045746.388,0.441,76.602,132,164.7,109.9,52.7,327.3,94.1,51.9,22.7,168.7,97.7,55.9,24,177.6,73.6,40.6,19.9,134.1,74.4,40.1,17.5,0.934,0.855386717,0.202620641,"4025000",0.745
"282","CNSF15","2800_31_3","3309_31",3309,31,"T90","N","S","F","2800","31","SF_N",10.255,2251576.416,0.41,46.51,128.6,126,75.1,32.3,233.4,129.2,82.6,45.6,257.4,121.6,71.2,35.7,228.5,103.5,61.6,40,205.1,68.5,37.8,22.3,1.043,1.055464189,0.187104234,"4123333",0.536
"283","CNSF20","400_28_3","447_28",447,28,"T90","N","S","F","400","28","SF_N",6.942,3484874.676,0.636,106.6,123.5,NA,NA,NA,NA,73.2,35.5,12,120.7,82.7,44.6,20.9,148.2,40.5,22,14.8,77.3,60.3,35.9,27.3,1.999,0.628668225,0.450717058,"4320000",0.792
"284","CNSF22","400_28","447_28",447,28,"T0","N","S","F","T0","T0","SF_N",10.542,2523809.524,0.743,65.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.403308738,0.389528746,"2510000",0.996
"285","CNSF23","280_28_3","288_28",288,28,"T90","N","S","F","280","28","SF_N",7.566,5542274.309,1.041,201.188,123.5,NA,NA,NA,NA,124.8,67.3,25.9,218,102.5,56.2,19.9,178.6,38.8,21.2,15.2,75.2,71.4,35.7,16.4,1.445,1.612591095,0.615415876,"5176667",1.057
"286","CNSF24","280_31_3","311_31",311,31,"T90","N","S","F","280","31","SF_N",11.243,3077529.722,0.415,104.97,102.9,NA,NA,NA,NA,100,52.3,16.3,168.6,113.5,67.8,27.8,209.1,70.9,38.1,20.8,129.8,55.1,29.1,18.7,0.398,0.974835873,0.172083987,"4023333",0.756
"287","CNSF25","2800_28_3","3285_28",3285,28,"T90","N","S","F","2800","28","SF_N",9.462,4277188.656,0.542,69.501,123.5,117.4,61.6,23.4,202.4,100,55.5,22.9,178.4,107.2,62.1,33.1,202.4,69.8,37.2,21.4,128.4,71.4,35.7,16.4,0.508,1.354541808,0.201486355,"7226667",0.581
"288","CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400","28","TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034,0.110066408,"46667",0.398
"289","CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400","28","TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034,0.110066408,"46667",0.398
"290","CNTA7","400_28","447_28",447,28,"T0","N","T","A","T0","T0","TA_N",5.42975,1345918.32,0.422,135.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971409843,0.046459394,"1305000",1.013
"291","CNTB15","400_28","447_28",447,28,"T0","N","T","B","T0","T0","TB_N",12.9025,1074644.449,0.3,126.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929527178,0.039296806,"2476000",0.426
"292","CNTB2","280_28_1","288_28",288,28,"T90","N","T","B","280","28","TB_N",19.043,983983.616,0.174,22.561,175.7,89.1,51.2,11.2,151.5,101.45,56.05,19.4,176.9,132.25,77.35,31.4,241,143.9,86.05,42.6,272.55,106.55,53.05,16.1,0.109,0.390546658,0.133359622,"2313333",0.42
"293","CNTB8","2800_28_1","3285_28",3285,28,"T90","N","T","B","2800","28","TB_N",13.526,34502.30426,0.006,9.983,118.8,133.3,87.3,25.9,246.5,101.55,60.15,18.45,180.15,90.55,48.05,14.3,152.9,96.8,58.8,27.5,183.1,71.1,38.8,8.9,-0.29,0.068959686,0.00643299,"83333",0.407
"294","CNTB8","2800_28_1","3285_28",3285,28,"T90","N","T","B","2800","28","TB_N",13.526,34502.30426,0.006,9.983,118.8,133.3,87.3,25.9,246.5,101.55,60.15,18.45,180.15,90.55,48.05,14.3,152.9,96.8,58.8,27.5,183.1,71.1,38.8,8.9,-0.29,0.068959686,0.00643299,"83333",0.407
"295","CNTB9","400_28_1","447_28",447,28,"T90","N","T","B","400","28","TB_N",15.733,503061.5055,0.085,35.221,216.6,NA,NA,NA,NA,106.5,58.8,18.25,183.55,113.25,61.5,24.4,199.15,100.9,53.5,20.15,174.55,121.85,68.05,26.7,0.223,0.196207817,0.046560922,"1413333",0.35
"296","CNTC10","280_28_3","288_28",288,28,"T90","N","T","C","280","28","TC_N",5.395,1352076.125,0.317,88.092,151.25,NA,NA,NA,NA,104.5,59.55,22.7,186.75,117.3,70.35,34.8,222.45,83.2,45.5,20.15,148.85,80.8,46.1,24.35,0.356,0.563592517,0.14320249,"1302500",1.02
"297","CNTC16","280_28_2","288_28",288,28,"T90","N","T","C","280","28","TC_N",7.669,272624.5327,0.027,30.413,156.35,NA,NA,NA,NA,126.55,80.15,47.75,254.45,127.4,79.45,44.15,251,80.1,41.95,20.6,142.65,89.05,45.75,21.55,0.289,0.213027446,0.12993853,"373333",0.717
"298","CNTC18","400_28","447_28",447,28,"T0","N","T","C","T0","T0","TC_N",15.51916667,1117173.388,0.287,103.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795417949,0.036220449,"3096000",0.354
"299","CNTC2","280_28_2","288_28",288,28,"T90","N","T","C","280","28","TC_N",20.371,553457.4729,0.084,22.553,217.05,68,38.8,17.6,124.4,145.5,100.95,52.2,298.65,157.9,111.6,57.6,327.1,103.35,58.2,23.25,184.8,114.25,68.1,34.7,0.151,0.123915261,0.049307161,"2013333",0.27
"300","CNTC21","400_28_2","447_28",447,28,"T90","N","T","C","400","28","TC_N",9.533,238897.825,0.066,23.179,207.7,NA,NA,NA,NA,95.55,51.9,22.4,169.85,107.7,60.95,29.1,197.75,98.95,56.55,25.1,180.6,110.4,65.9,31.4,0.141,0.17145664,0.134732455,"406667",0.577
"301","CNTC22","280_31_2","311_31",311,31,"T90","N","T","C","280","31","TC_N",10.661,28670.58529,0.05,141.455,479.4,NA,NA,NA,NA,121.4,71.75,34.95,228.1,141.4,91.1,34,266.5,147.3,94.75,41.4,283.45,207.85,181.7,89.85,0.126,0.156600409,0.236873111,"23333",1.219
"302","CNTD1","280_31_2","311_31",311,31,"T90","N","T","D","280","31","TD_N",17.389,761975.9618,0.139,92.778,415.55,61.1,30.6,6.4,98.1,123.3,77.15,29.3,229.75,146.85,92.55,25.6,265,188.35,136.6,61.35,386.3,190.4,153.85,71.3,0.199,0.391067499,0.095350007,"1250000",0.604
"303","CNTD13","400_28_2","447_28",447,28,"T90","N","T","D","400","28","TD_N",10.053,597877.9841,0.066,36.107,229.6,NA,NA,NA,NA,94.15,50.5,16.7,161.35,95.85,51,20.75,167.6,98.35,56.4,25.95,180.7,123.45,75.2,30.95,0.243,0.317132843,0.152586211,"1073333",0.547
"304","CNTD15","280_28_3","288_28",288,28,"T90","N","T","D","280","28","TD_N",3.641,250251.7393,0.051,82.832,193.75,NA,NA,NA,NA,114.85,65.75,30.45,211.05,106.7,57.45,25.2,189.35,96.6,52.55,23.05,172.2,106.85,61.35,25.55,0.187,0.885774991,0.806943189,"112500",2.197
"305","CNTD2","280_28_2","288_28",288,28,"T90","N","T","D","280","28","TD_N",20.952,416953.0355,0.082,29.796,236,69.2,40,9.9,119.1,104.7,62.8,28.3,195.8,113.1,69.05,32.05,214.2,77.35,41.85,19.85,139.05,125.1,78.6,32.3,0.191,0.206929623,0.041451785,"1560000",0.263
"306","CNTD5","700_31_2","701_31",701,31,"T90","N","T","D","700","31","TD_N",21.945,601382.2435,0.063,19.178,517.7,137,94.7,38.4,270.1,112.05,66.8,28.2,207.05,176.5,122.6,45.4,344.5,231.7,190.5,95.25,517.45,220.05,191,106.65,0.007,0.140206052,0.061806136,"2356667",0.251
"307","CNTD6","700_28_2","673_28",673,28,"T90","N","T","D","700","28","TD_N",22.357,1129651.718,0.047,28.864,191.4,105.4,62.8,19.1,187.3,94.05,56.75,26.8,177.6,126.6,92,63.2,281.8,127.25,76,37.8,80.35,105.15,59.1,27.15,0.021,0.189803899,0.040277039,"4510000",0.246
"308","CNTD8","2800_28_2","3285_28",3285,28,"T90","N","T","D","2800","28","TD_N",26.287,886217.522,0.013,9.473,141.35,NA,NA,NA,NA,90.45,53.5,21.15,165.1,NA,NA,NA,NA,NA,NA,NA,NA,74.05,48.1,19.2,-0.196,0.084465782,0.096927743,"4160000",0.209
"309","CNTD9","400_28","447_28",447,28,"T0","N","T","D","T0","T0","TD_N",6.285,853619.7295,0.571,101.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1841975,0.109854376,"483333",1.75
"310","CNTE10","400_28_3","447_28",447,28,"T90","N","T","E","400","28","TE_N",30.207,1035080.169,0.139,63.858,221.3,NA,NA,NA,NA,87,48.15,25,160.15,108.95,58.9,27.05,194.9,81.5,44.7,20.8,147,114.5,70.8,36,0.602,0.331140552,0.055756171,"5583333",0.182
"311","CNTE12","280_31_3","311_31",311,31,"T90","N","T","E","280","31","TE_N",15.083,156957.2136,0.022,160.447,274,NA,NA,NA,NA,103.55,62.2,32.55,198.3,104.05,57.2,22.7,183.95,89.2,50.1,19.4,158.7,128.5,97.5,48,0.257,0.261608811,0.177751988,"223333",0.696
"312","CNTE15","280_31_3","311_31",311,31,"T90","N","T","E","280","31","TE_N",30.404,184184.272,0.055,39.393,378.25,76.7,40.5,17.9,135.1,91.15,53.95,26.4,171.5,98.1,57.3,23.85,179.25,110.8,68.95,33.8,213.55,163.45,134.75,80.05,0.173,0.14284724,0.049870605,"1000000",0.181
"313","CNTE15","280_31_3","311_31",311,31,"T90","N","T","E","280","31","TE_N",30.404,184184.272,0.055,39.393,378.25,76.7,40.5,17.9,135.1,91.15,53.95,26.4,171.5,98.1,57.3,23.85,179.25,110.8,68.95,33.8,213.55,163.45,134.75,80.05,0.173,0.14284724,0.049870605,"1000000",0.181
"314","CNTE17","400_28","447_28",447,28,"T0","N","T","E","T0","T0","TE_N",14.0745,2340544.957,0.478,112.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07301656,0.036534067,"3620000",0.639
"315","CNTE2","280_28_3","288_28",288,28,"T90","N","T","E","280","28","TE_N",13.619,530435.4211,0.04,30.13,464.35,71.8,41.5,14.4,127.7,124.45,80,42.6,247.05,112.9,67.55,36.25,216.7,109.8,65.7,30.25,205.75,196.1,174.1,94.15,0.129,0.144959338,0.056724407,"1290000",0.404
"316","CNTE6","700_28_3","673_28",673,28,"T90","N","T","E","700","28","TE_N",30.319,430352.4704,0.008,15.848,343.9,110.5,70,35.1,215.6,107.2,68.3,35.3,210.8,115.5,66.75,25.6,207.85,108.15,62.95,24.05,195.15,175,136.5,32.4,0.134,0.061912099,0.063726476,"2330000",0.181
"317","CNTE8","2800_28_3","3285_28",3285,28,"T90","N","T","E","2800","28","TE_N",22.085,287378.8752,0.126,64.317,121.3,78.1,45.8,13.6,137.5,62.95,37.7,22.4,123.05,55.55,31.75,20.05,107.35,58.35,33.4,20.45,112.2,65.25,36.65,19.4,-0.193,0.252867862,0.065760728,"1133333",0.249
"318","CNTF11","400_28","447_28",447,28,"T0","N","T","F","T0","T0","TF_N",7.42675,3433354.653,0.382,13.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761010785,0.059521152,"4553333",0.741
"319","CNTF2","280_28_3","288_28",288,28,"T90","N","T","F","280","28","TF_N",26.052,103752.7029,0.038,31.905,80.8,123,83.6,16.2,222.8,93.75,56.55,16.5,166.8,92.9,51.9,20.7,165.5,74,38.4,18.2,130.6,40.4,23.4,17,0.079,0.176394182,0.091186494,"255000",0.403
"320","CNTF6","700_28_3","673_28",673,28,"T90","N","T","F","700","28","TF_N",29.273,726001.5031,0.067,23.124,281.8,94.3,60.2,12.3,166.8,102.45,64.2,22.4,189.05,140.2,94.1,46.5,280.8,92.95,54.9,26.65,174.5,136,96.8,49,0.101,0.182484497,0.061399767,"3795000",0.188
"321","CNTF8","2800_28_3","3285_28",3285,28,"T90","N","T","F","2800","28","TF_N",25.133,1225490.391,0.104,34.258,117.6,135.4,88,19.4,242.8,102.35,66.15,21.15,189.65,98.65,57.95,18.05,174.65,117.4,96.35,65.6,279.35,64.5,41.3,11.8,-0.195,0.320129647,0.107364248,"3802500",0.318
