"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"122","CFSF11","400_28_3",6,447,28,"T90","F","SSID","F","420","28","SF_F",10.117,1.137,"chla",171.593,161.562325951881,128.426629465977,192.714797286394
"123","CFSF16","2800_28_3",10,3285,28,"T90","F","SSID","F","3300","28","SF_F",11.373,0.484,"chla",27.908,54.8739884424603,24.054204328054,86.2760793238226
"124","CFSF2","280_28_3",4,288,28,"T90","F","SSID","F","300","28","SF_F",10.837,0.508,"chla",111.002,118.154048495672,87.8250855489392,149.206010849298
"125","CFSF3","400_31_3",6,405,31,"T90","F","SSID","F","420","31","SF_F",7.627,3.016,"chla",252.923,85.2475693155814,52.4457967508641,117.30014647449
"126","CFSF5","700_31_3",8,701,31,"T90","F","SSID","F","680","31","SF_F",9.508,1.21,"chla",126.153,87.7068530103585,58.1440704651502,118.559208162647
"127","CFSF6","700_28_3",8,673,28,"T90","F","SSID","F","680","28","SF_F",10.336,2.806,"chla",142.688,88.12347980288,59.6215662288795,117.829841571431
"128","CFSF7","2800_31_3",10,3309,31,"T90","F","SSID","F","3300","31","SF_F",11.597,0.905,"chla",42.792,38.9592154525698,9.63578642343657,69.1714791879405
"129","CNAA14","700_28_1",8,673,28,"T90","N","PAST","A","680","28","AA_N",12.178,1.314,"chla",33.119,31.2477624480284,-1.54493639308434,66.5696605449234
"130","CNAA2","280_28_1",4,288,28,"T90","N","PAST","A","300","28","AA_N",12.034,0.706,"chla",97.196,94.3580399188635,61.2527949748112,128.458817859758
"131","CNAA3","400_31_1",6,405,31,"T90","N","PAST","A","420","31","AA_N",10.905,1.651,"chla",32.162,49.7302824087403,14.3541960190885,87.3642801217244
"132","CNAA5","700_31_1",8,701,31,"T90","N","PAST","A","680","31","AA_N",10.874,0.506,"chla",39.027,94.6630228993428,61.2009269197604,131.269892002127
"133","CNAA6","400_28_1",6,447,28,"T90","N","PAST","A","420","28","AA_N",8.667,0.865,"chla",43.096,62.2131518012045,30.1569074900424,95.6097363845462
"134","CNAA7","2800_31_1",10,3309,31,"T90","N","PAST","A","3300","31","AA_N",11.976,0.459,"chla",4.993,61.0367314914925,19.2949382408076,101.453464644169
"135","CNAA9","2800_28_1",10,3285,28,"T90","N","PAST","A","3300","28","AA_N",10.005,2.299,"chla",15.319,13.1196172375472,-19.9913584964139,43.5420041597433
"136","CNAB10","280_28_1",4,288,28,"T90","N","PAST","B","300","28","AB_N",9.038,0.719,"chla",47.73,94.3580399188635,61.2527949748112,128.458817859758
"137","CNAB11","400_31_1",6,405,31,"T90","N","PAST","B","420","31","AB_N",7.304,0.89,"chla",60.745,49.7302824087403,14.3541960190885,87.3642801217244
"138","CNAB12","2800_28_1",10,3285,28,"T90","N","PAST","B","3300","28","AB_N",6.944,1.152,"chla",56.82,13.1196172375472,-19.9913584964139,43.5420041597433
"139","CNAB13","280_31_1",4,311,31,"T90","N","PAST","B","300","31","AB_N",12.161,1.48,"chla",253.783,152.564367857335,114.47381684099,189.185067578925
"140","CNAB19","400_28_1",6,447,28,"T90","N","PAST","B","420","28","AB_N",6.617,1.436,"chla",57.246,62.2131518012045,30.1569074900424,95.6097363845462
"141","CNAC1","280_31_2",4,311,31,"T90","N","PAST","C","300","31","AC_N",8.864,1.805,"chla",164.792,152.564367857335,114.47381684099,189.185067578925
"142","CNAC12","400_28_2",6,447,28,"T90","N","PAST","C","420","28","AC_N",6.932,1.515,"chla",106,62.2131518012045,30.1569074900424,95.6097363845462
"143","CNAC2","280_28_2",4,288,28,"T90","N","PAST","C","300","28","AC_N",11.649,0.472,"chla",55.548,94.3580399188635,61.2527949748112,128.458817859758
"144","CNAC3","400_31_2",6,405,31,"T90","N","PAST","C","420","31","AC_N",8.534,0.762,"chla",42.739,49.7302824087403,14.3541960190885,87.3642801217244
"145","CNAC5","700_31_2",8,701,31,"T90","N","PAST","C","680","31","AC_N",9.56,0.785,"chla",94.65,94.6630228993428,61.2009269197604,131.269892002127
"146","CNAC6","700_28_2",8,673,28,"T90","N","PAST","C","680","28","AC_N",10.235,0.782,"chla",14.221,31.2477624480284,-1.54493639308434,66.5696605449234
"147","CNAC8","2800_28_2",10,3285,28,"T90","N","PAST","C","3300","28","AC_N",10.829,0.739,"chla",27.853,13.1196172375472,-19.9913584964139,43.5420041597433
"148","CNAD10","280_28_2",4,288,28,"T90","N","PAST","D","300","28","AD_N",11.882,0.463,"chla",51.358,94.3580399188635,61.2527949748112,128.458817859758
"149","CNAD3","400_31_2",6,405,31,"T90","N","PAST","D","420","31","AD_N",12.839,0.506,"chla",27.453,49.7302824087403,14.3541960190885,87.3642801217244
"150","CNAD5","700_31_2",8,701,31,"T90","N","PAST","D","680","31","AD_N",12.119,0.866,"chla",143.251,94.6630228993428,61.2009269197604,131.269892002127
"151","CNAD6","700_28_2",8,673,28,"T90","N","PAST","D","680","28","AD_N",11.062,0.497,"chla",26.633,31.2477624480284,-1.54493639308434,66.5696605449234
"152","CNAD7","2800_31_2",10,3309,31,"T90","N","PAST","D","3300","31","AD_N",12.793,0.43,"chla",27.416,61.0367314914925,19.2949382408076,101.453464644169
"153","CNAD8","2800_28_2",10,3285,28,"T90","N","PAST","D","3300","28","AD_N",9.482,0.58,"chla",32.18,13.1196172375472,-19.9913584964139,43.5420041597433
"154","CNAD9","400_28_2",6,447,28,"T90","N","PAST","D","420","28","AD_N",12.847,0.506,"chla",8.845,62.2131518012045,30.1569074900424,95.6097363845462
"155","CNAE11","400_28_3",6,447,28,"T90","N","PAST","E","420","28","AE_N",9.245,1.028,"chla",65.248,62.2131518012045,30.1569074900424,95.6097363845462
"156","CNAE2","280_28_3",4,288,28,"T90","N","PAST","E","300","28","AE_N",8.297,1.145,"chla",145.836,94.3580399188635,61.2527949748112,128.458817859758
"157","CNAE5","700_31_3",8,701,31,"T90","N","PAST","E","680","31","AE_N",9.883,1.062,"chla",120.838,94.6630228993428,61.2009269197604,131.269892002127
"158","CNAE6","700_28_3",8,673,28,"T90","N","PAST","E","680","28","AE_N",9.108,0.878,"chla",76.818,31.2477624480284,-1.54493639308434,66.5696605449234
"159","CNAE7","2800_31_3",10,3309,31,"T90","N","PAST","E","3300","31","AE_N",7.256,0.758,"chla",39.875,61.0367314914925,19.2949382408076,101.453464644169
"160","CNAE8","2800_28_3",10,3285,28,"T90","N","PAST","E","3300","28","AE_N",7.201,0.764,"chla",24.352,13.1196172375472,-19.9913584964139,43.5420041597433
"161","CNAF1","280_31_3",4,311,31,"T90","N","PAST","F","300","31","AF_N",13.161,1.254,"chla",201.193,152.564367857335,114.47381684099,189.185067578925
"162","CNAF10","400_28_3",6,447,28,"T90","N","PAST","F","420","28","AF_N",7.282,0.893,"chla",92.958,62.2131518012045,30.1569074900424,95.6097363845462
"163","CNAF11","2800_28_3",10,3285,28,"T90","N","PAST","F","3300","28","AF_N",13.133,0.8,"chla",15.222,13.1196172375472,-19.9913584964139,43.5420041597433
"164","CNAF5","700_31_3",8,701,31,"T90","N","PAST","F","680","31","AF_N",11.216,1.649,"chla",30.645,94.6630228993428,61.2009269197604,131.269892002127
"165","CNAF6","700_28_3",8,673,28,"T90","N","PAST","F","680","28","AF_N",12.997,0.885,"chla",42.636,31.2477624480284,-1.54493639308434,66.5696605449234
"166","CNAF7","2800_31_3",10,3309,31,"T90","N","PAST","F","3300","31","AF_N",10.895,0.734,"chla",23.339,61.0367314914925,19.2949382408076,101.453464644169
"167","CNPA1","400_28_1",6,447,28,"T90","N","PSTR","A","420","28","PA_N",9.378,1.706,"chla",62.642,196.702721957062,153.17324840245,237.902190101187
"168","CNPA13","700_28_1",8,673,28,"T90","N","PSTR","A","680","28","PA_N",10.623,1.883,"chla",54.638,117.943381161485,86.4827122710934,150.056270597817
"169","CNPA2","280_28_1",4,288,28,"T90","N","PSTR","A","300","28","PA_N",10.66,1.595,"chla",111.862,222.936356697811,191.570191515125,252.839473264086
"170","CNPA6","2800_28_1",10,3285,28,"T90","N","PSTR","A","3300","28","PA_N",13.452,0.483,"chla",104.812,115.543147849635,86.5039166981114,146.213984576151
"171","CNPB1","400_28_1",6,447,28,"T90","N","PSTR","B","420","28","PB_N",11.973,1.211,"chla",413.014,196.702721957062,153.17324840245,237.902190101187
"172","CNPB2","280_28_1",4,288,28,"T90","N","PSTR","B","300","28","PB_N",13.278,2.523,"chla",225.842,222.936356697811,191.570191515125,252.839473264086
"173","CNPB20","280_31_1",4,311,31,"T90","N","PSTR","B","300","31","PB_N",2.963,2.7,"chla",479.438,153.273415211748,118.190188869214,187.641675772664
"174","CNPB3","400_31_1",6,405,31,"T90","N","PSTR","B","420","31","PB_N",12.758,0.431,"chla",25.016,56.3505831400627,14.610041241662,95.648674858243
"175","CNPB6","700_28_1",8,673,28,"T90","N","PSTR","B","680","28","PB_N",11.874,0.884,"chla",136.612,117.943381161485,86.4827122710934,150.056270597817
"176","CNPB7","2800_31_1",10,3309,31,"T90","N","PSTR","B","3300","31","PB_N",11.55,0.476,"chla",21.711,35.590992679045,-1.89298523789054,72.0993563617642
"177","CNPB8","2800_28_1",10,3285,28,"T90","N","PSTR","B","3300","28","PB_N",10.855,1.152,"chla",141.359,115.543147849635,86.5039166981114,146.213984576151
"178","CNPC6","700_28_2",8,673,28,"T90","N","PSTR","C","680","28","PC_N",9.106,0.604,"chla",16.562,117.943381161485,86.4827122710934,150.056270597817
"179","CNPC8","2800_28_2",10,3285,28,"T90","N","PSTR","C","3300","28","PC_N",8.709,0.632,"chla",13.148,115.543147849635,86.5039166981114,146.213984576151
"180","CNPD1","280_31_2",4,311,31,"T90","N","PSTR","D","300","31","PD_N",11.375,0.703,"chla",63.979,153.273415211748,118.190188869214,187.641675772664
"181","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"chla",187.518,222.936356697811,191.570191515125,252.839473264086
"182","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"chla",187.518,222.936356697811,191.570191515125,252.839473264086
"183","CNPD3","400_31_2",6,405,31,"T90","N","PSTR","D","420","31","PD_N",10.293,1.409,"chla",76.836,56.3505831400627,14.610041241662,95.648674858243
"184","CNPD5","700_31_2",8,701,31,"T90","N","PSTR","D","680","31","PD_N",9.488,0.58,"chla",45.65,53.4893721882645,12.1102056438944,94.4056520684081
"185","CNPD6","700_28_2",8,673,28,"T90","N","PSTR","D","680","28","PD_N",9.298,0.592,"chla",67.141,117.943381161485,86.4827122710934,150.056270597817
"186","CNPD7","2800_31_2",10,3309,31,"T90","N","PSTR","D","3300","31","PD_N",9.259,0.594,"chla",17.992,35.590992679045,-1.89298523789054,72.0993563617642
"187","CNPD8","2800_28_2",10,3285,28,"T90","N","PSTR","D","3300","28","PD_N",10.323,0.533,"chla",146.77,115.543147849635,86.5039166981114,146.213984576151
"188","CNPE1","280_31_3",4,311,31,"T90","N","PSTR","E","300","31","PE_N",9.047,1.161,"chla",49.426,153.273415211748,118.190188869214,187.641675772664
"189","CNPE12","2800_31_3",10,3309,31,"T90","N","PSTR","E","3300","31","PE_N",10.657,0.751,"chla",24.354,35.590992679045,-1.89298523789054,72.0993563617642
"190","CNPE2","280_28_3",4,288,28,"T90","N","PSTR","E","300","28","PE_N",9.957,1.356,"chla",572.4,222.936356697811,191.570191515125,252.839473264086
"191","CNPE3","400_31_3",6,405,31,"T90","N","PSTR","E","420","31","PE_N",9.791,0.562,"chla",2.096,56.3505831400627,14.610041241662,95.648674858243
"192","CNPE5","700_31_3",8,701,31,"T90","N","PSTR","E","680","31","PE_N",9.326,0.59,"chla",10.869,53.4893721882645,12.1102056438944,94.4056520684081
"193","CNPE6","700_28_3",8,673,28,"T90","N","PSTR","E","680","28","PE_N",9.914,0.656,"chla",154.235,117.943381161485,86.4827122710934,150.056270597817
"194","CNPE8","2800_28_3",10,3285,28,"T90","N","PSTR","E","3300","28","PE_N",9.476,0.844,"chla",74.948,115.543147849635,86.5039166981114,146.213984576151
"195","CNPF1","280_31_3",4,311,31,"T90","N","PSTR","F","300","31","PF_N",10.141,0.542,"chla",132.463,153.273415211748,118.190188869214,187.641675772664
"196","CNPF2","280_28_3",4,288,28,"T90","N","PSTR","F","300","28","PF_N",12.097,1.323,"chla",272.52,222.936356697811,191.570191515125,252.839473264086
"197","CNPF6","700_28_3",8,673,28,"T90","N","PSTR","F","680","28","PF_N",9.59,1.199,"chla",188.343,117.943381161485,86.4827122710934,150.056270597817
"198","CNPF8","2800_28_3",10,3285,28,"T90","N","PSTR","F","3300","28","PF_N",13.066,1.11,"chla",72.61,115.543147849635,86.5039166981114,146.213984576151
"199","CNSA1","280_31_1",4,311,31,"T90","N","SSID","A","300","31","SA_N",9.448,1.111,"chla",163.141,99.8265111951262,65.4569937541804,134.309930525281
"200","CNSA17","400_28_1",6,447,28,"T90","N","SSID","A","420","28","SA_N",6.707,0.82,"chla",98.313,148.8603479567,117.115198988865,180.910974955952
"201","CNSA18","2800_31_1",10,3309,31,"T90","N","SSID","A","3300","31","SA_N",8.888,0.619,"chla",18.545,26.2572374573884,-3.50128375942842,57.1465734331085
"202","CNSA5","700_31_1",8,701,31,"T90","N","SSID","A","680","31","SA_N",8.813,0.624,"chla",116.805,75.0048750151772,42.8787180514195,106.80731957167
"203","CNSA6","700_28_1",8,673,28,"T90","N","SSID","A","680","28","SA_N",7.59,0.725,"chla",48.75,75.4215018076986,43.6738467816339,108.911971070139
"204","CNSA7","2800_28_1",10,3285,28,"T90","N","SSID","A","3300","28","SA_N",7.103,0.774,"chla",46.658,42.172010447279,10.2384059836261,72.1399529696949
"205","CNSB1","280_31_1",4,311,31,"T90","N","SSID","B","300","31","SB_N",11.196,1.652,"chla",61.243,99.8265111951262,65.4569937541804,134.309930525281
"206","CNSB16","400_31_3",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.49,1.131,"chla",116.605,72.5455913204,42.4669389245022,102.357763801038
"207","CNSB2","280_28_1",4,288,28,"T90","N","SSID","B","300","28","SB_N",10.862,1.105,"chla",190.503,105.45207050049,74.4275760801845,136.910400627371
"208","CNSB20","2800_31_1",10,3309,31,"T90","N","SSID","B","3300","31","SB_N",6.394,1.017,"chla",42.512,26.2572374573884,-3.50128375942842,57.1465734331085
"209","CNSB3","400_31_1",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.577,0.475,"chla",106.64,72.5455913204,42.4669389245022,102.357763801038
"210","CNSB5","700_31_1",8,701,31,"T90","N","SSID","B","680","31","SB_N",11.107,0.495,"chla",67.256,75.0048750151772,42.8787180514195,106.80731957167
"211","CNSB6","700_28_1",8,673,28,"T90","N","SSID","B","680","28","SB_N",10.674,0.515,"chla",87.401,75.4215018076986,43.6738467816339,108.911971070139
"212","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"chla",100.322,148.8603479567,117.115198988865,180.910974955952
"213","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"chla",100.322,148.8603479567,117.115198988865,180.910974955952
"214","CNSB8","2800_28_1",10,3285,28,"T90","N","SSID","B","3300","28","SB_N",9.859,0.811,"chla",67.236,42.172010447279,10.2384059836261,72.1399529696949
"215","CNSC3","400_31_2",6,405,31,"T90","N","SSID","C","420","31","SC_N",7.851,0.701,"chla",42.438,72.5455913204,42.4669389245022,102.357763801038
"216","CNSC5","700_31_2",8,701,31,"T90","N","SSID","C","680","31","SC_N",9.474,3.483,"chla",61.82,75.0048750151772,42.8787180514195,106.80731957167
"217","CNSC6","700_28_2",8,673,28,"T90","N","SSID","C","680","28","SC_N",10.399,0.529,"chla",107.415,75.4215018076986,43.6738467816339,108.911971070139
"218","CNSC7","2800_31_2",10,3309,31,"T90","N","SSID","C","3300","31","SC_N",9.315,0.59,"chla",15.268,26.2572374573884,-3.50128375942842,57.1465734331085
"219","CNSC8","2800_28_2",10,3285,28,"T90","N","SSID","C","3300","28","SC_N",8.767,1.084,"chla",56.806,42.172010447279,10.2384059836261,72.1399529696949
"220","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"chla",65.657,99.8265111951262,65.4569937541804,134.309930525281
"221","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"chla",65.657,99.8265111951262,65.4569937541804,134.309930525281
"222","CNSD2","280_28_2",4,288,28,"T90","N","SSID","D","300","28","SD_N",8.986,0.612,"chla",163.333,105.45207050049,74.4275760801845,136.910400627371
"223","CNSD3","400_31_2",6,405,31,"T90","N","SSID","D","420","31","SD_N",9.112,1.756,"chla",38.488,72.5455913204,42.4669389245022,102.357763801038
"224","CNSD5","700_31_2",8,701,31,"T90","N","SSID","D","680","31","SD_N",10.957,0.502,"chla",62.097,75.0048750151772,42.8787180514195,106.80731957167
"225","CNSD6","700_28_2",8,673,28,"T90","N","SSID","D","680","28","SD_N",8.568,0.934,"chla",143.262,75.4215018076986,43.6738467816339,108.911971070139
"226","CNSD7","2800_31_2",10,3309,31,"T90","N","SSID","D","3300","31","SD_N",8.368,1.135,"chla",33.738,26.2572374573884,-3.50128375942842,57.1465734331085
"227","CNSD8","2800_28_2",10,3285,28,"T90","N","SSID","D","3300","28","SD_N",8.356,0.957,"chla",58.551,42.172010447279,10.2384059836261,72.1399529696949
"228","CNSD9","400_28_2",6,447,28,"T90","N","SSID","D","420","28","SD_N",8.1,1.296,"chla",130.546,148.8603479567,117.115198988865,180.910974955952
"229","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"chla",11.01,105.45207050049,74.4275760801845,136.910400627371
"230","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"chla",11.01,105.45207050049,74.4275760801845,136.910400627371
"231","CNSE20","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",11.112,0.495,"chla",109.205,72.5455913204,42.4669389245022,102.357763801038
"232","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"chla",84.715,72.5455913204,42.4669389245022,102.357763801038
"233","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"chla",84.715,72.5455913204,42.4669389245022,102.357763801038
"234","CNSE22","400_28_3",6,447,28,"T90","N","SSID","E","420","28","SE_N",8.415,0.654,"chla",129.613,148.8603479567,117.115198988865,180.910974955952
"235","CNSE23","2800_28_3",10,3285,28,"T90","N","SSID","E","3300","28","SE_N",10.929,2.562,"chla",35.942,42.172010447279,10.2384059836261,72.1399529696949
"236","CNSE5","700_31_3",8,701,31,"T90","N","SSID","E","680","31","SE_N",10.615,0.754,"chla",29.57,75.0048750151772,42.8787180514195,106.80731957167
"237","CNSE7","2800_31_3",10,3309,31,"T90","N","SSID","E","3300","31","SE_N",12.69,0.512,"chla",15.615,26.2572374573884,-3.50128375942842,57.1465734331085
"238","CNSF13","700_28_3",8,673,28,"T90","N","SSID","F","680","28","SF_N",8.722,0.745,"chla",76.602,75.4215018076986,43.6738467816339,108.911971070139
"239","CNSF15","2800_31_3",10,3309,31,"T90","N","SSID","F","3300","31","SF_N",10.255,0.536,"chla",46.51,26.2572374573884,-3.50128375942842,57.1465734331085
"240","CNSF20","400_28_3",6,447,28,"T90","N","SSID","F","420","28","SF_N",6.942,0.792,"chla",106.6,148.8603479567,117.115198988865,180.910974955952
"241","CNSF23","280_28_3",4,288,28,"T90","N","SSID","F","300","28","SF_N",7.566,1.057,"chla",201.188,105.45207050049,74.4275760801845,136.910400627371
"242","CNSF24","280_31_3",4,311,31,"T90","N","SSID","F","300","31","SF_N",11.243,0.756,"chla",104.97,99.8265111951262,65.4569937541804,134.309930525281
"243","CNSF25","2800_28_3",10,3285,28,"T90","N","SSID","F","3300","28","SF_N",9.462,0.581,"chla",69.501,42.172010447279,10.2384059836261,72.1399529696949
