"","X1","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg"
"235",235,"CNSD7","2800_31_2","3309_31",3309,31,"T90","N","S","D","2800",31,"SD_N",8.368,906273.6507,0.78,33.738,241.9,NA,NA,NA,NA,93.7,53.3,26.9,173.9,92.5,54.9,28.6,176,93.1,60.1,32.4,185.6,115.1,76.3,50.5,0.301,1.23015418646605,0.53134309
"236",236,"CNSD8","2800_28_2","3285_28",3285,28,"T90","N","S","D","2800",28,"SD_N",8.356,3108425.084,0.658,58.551,145.2,97.5,51.5,7.3,156.3,80.1,42.7,20.4,143.2,77.2,42.7,23,142.9,81.1,46.3,24.7,152.1,79,45.4,20.8,0.488,1.87957021541407,0.327519389
"237",237,"CNSD9","400_28_2","447_28",447,28,"T90","N","S","D","400",28,"SD_N",8.1,2591111.111,0.617,130.546,83.6,NA,NA,NA,NA,60.2,29.8,12.7,102.7,100.7,59.3,22.7,182.7,49.3,27.1,16.4,92.8,43.4,25.3,14.9,1.231,0.633840212962963,0.798658832
"238",238,"CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280",28,"SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040747926705,0.154582837
"239",239,"CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280",28,"SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040747926705,0.154582837
"240",240,"CNSE20","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",11.112,3350071.994,0.416,109.205,85.4,NA,NA,NA,NA,135,85.4,44.7,265.1,113.9,60.6,19.3,193.8,70.7,39.5,20.5,130.7,47.9,25.7,11.8,1.508,0.944080517158627,0.238912633
"241",241,"CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.47582975794742,0.308473686
"242",242,"CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.47582975794742,0.308473686
"243",243,"CNSE22","400_28_3","447_28",447,28,"T90","N","S","E","400",28,"SE_N",8.415,2972352.056,0.386,129.613,77.1,NA,NA,NA,NA,104.6,56.8,18.9,180.3,101.4,58.3,19.7,179.4,44.6,25.2,15.7,85.5,40.1,22.9,14.1,2.364,0.969555110550961,0.029976578
"244",244,"CNSE23","2800_28_3","3285_28",3285,28,"T90","N","S","E","2800",28,"SE_N",10.929,2124439.564,0.432,35.942,143.3,123.7,63,22.9,209.6,NA,NA,NA,NA,88.7,51.1,22.5,162.3,64.7,34.6,16.1,115.4,79.9,46.9,16.5,0.034,1.58915652057218,0.95261644
"245",245,"CNSE5","700_31_3","701_31",701,31,"T90","N","S","E","700",31,"SE_N",10.615,58500.28261,0.224,29.57,302.4,103,53,10.9,166.9,114.7,66.5,28.2,209.4,85.2,45,22.4,152.6,134.6,77.5,39.5,251.6,148.5,99.1,54.8,0.634,0.56281397995441,0.333028367
"246",246,"CNSE7","2800_31_3","3309_31",3309,31,"T90","N","S","E","2800",31,"SE_N",12.69,280851.0638,0.311,15.615,190.2,171.3,117.9,44.9,334.1,113.1,60.8,28.7,202.6,120.9,67.6,34.6,223.1,140.6,83.6,48,272.2,95.2,52.6,42.4,0.478,0.543408786183347,0.150601436
"247",247,"CNSF13","700_28_3","673_28",673,28,"T90","N","S","F","700",28,"SF_N",8.722,3045746.388,0.441,76.602,132,164.7,109.9,52.7,327.3,94.1,51.9,22.7,168.7,97.7,55.9,24,177.6,73.6,40.6,19.9,134.1,74.4,40.1,17.5,0.934,0.855386717304899,0.202620641
"248",248,"CNSF15","2800_31_3","3309_31",3309,31,"T90","N","S","F","2800",31,"SF_N",10.255,2251576.416,0.41,46.51,128.6,126,75.1,32.3,233.4,129.2,82.6,45.6,257.4,121.6,71.2,35.7,228.5,103.5,61.6,40,205.1,68.5,37.8,22.3,1.043,1.05546418922039,0.187104234
"249",249,"CNSF20","400_28_3","447_28",447,28,"T90","N","S","F","400",28,"SF_N",6.942,3484874.676,0.636,106.6,123.5,NA,NA,NA,NA,73.2,35.5,12,120.7,82.7,44.6,20.9,148.2,40.5,22,14.8,77.3,60.3,35.9,27.3,1.999,0.628668225055219,0.450717058
"250",250,"CNSF23","280_28_3","288_28",288,28,"T90","N","S","F","280",28,"SF_N",7.566,5542274.309,1.041,201.188,123.5,NA,NA,NA,NA,124.8,67.3,25.9,218,102.5,56.2,19.9,178.6,38.8,21.2,15.2,75.2,71.4,35.7,16.4,1.445,1.6125910947873,0.615415876
"251",251,"CNSF24","280_31_3","311_31",311,31,"T90","N","S","F","280",31,"SF_N",11.243,3077529.722,0.415,104.97,102.9,NA,NA,NA,NA,100,52.3,16.3,168.6,113.5,67.8,27.8,209.1,70.9,38.1,20.8,129.8,55.1,29.1,18.7,0.398,0.974835872839396,0.172083987
"252",252,"CNSF25","2800_28_3","3285_28",3285,28,"T90","N","S","F","2800",28,"SF_N",9.462,4277188.656,0.542,69.501,123.5,117.4,61.6,23.4,202.4,100,55.5,22.9,178.4,107.2,62.1,33.1,202.4,69.8,37.2,21.4,128.4,71.4,35.7,16.4,0.508,1.35454180777331,0.201486355
"253",253,"CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400",28,"TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034209406,0.110066408
"254",254,"CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400",28,"TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034209406,0.110066408
"255",255,"CNTB2","280_28_1","288_28",288,28,"T90","N","T","B","280",28,"TB_N",19.043,983983.616,0.174,22.561,175.7,89.1,51.2,11.2,151.5,101.45,56.05,19.4,176.9,132.25,77.35,31.4,241,143.9,86.05,42.6,272.55,106.55,53.05,16.1,0.109,0.390546657564459,0.133359622
"256",256,"CNTB8","2800_28_1","3285_28",3285,28,"T90","N","T","B","2800",28,"TB_N",13.526,34502.30426,0.006,9.983,118.8,133.3,87.3,25.9,246.5,101.55,60.15,18.45,180.15,90.55,48.05,14.3,152.9,96.8,58.8,27.5,183.1,71.1,38.8,8.9,-0.29,0.0689596863495209,0.00643299
"257",257,"CNTB8","2800_28_1","3285_28",3285,28,"T90","N","T","B","2800",28,"TB_N",13.526,34502.30426,0.006,9.983,118.8,133.3,87.3,25.9,246.5,101.55,60.15,18.45,180.15,90.55,48.05,14.3,152.9,96.8,58.8,27.5,183.1,71.1,38.8,8.9,-0.29,0.0689596863495209,0.00643299
"258",258,"CNTB9","400_28_1","447_28",447,28,"T90","N","T","B","400",28,"TB_N",15.733,503061.5055,0.085,35.221,216.6,NA,NA,NA,NA,106.5,58.8,18.25,183.55,113.25,61.5,24.4,199.15,100.9,53.5,20.15,174.55,121.85,68.05,26.7,0.223,0.196207817326638,0.046560922
"259",259,"CNTC10","280_28_3","288_28",288,28,"T90","N","T","C","280",28,"TC_N",5.395,1352076.125,0.317,88.092,151.25,NA,NA,NA,NA,104.5,59.55,22.7,186.75,117.3,70.35,34.8,222.45,83.2,45.5,20.15,148.85,80.8,46.1,24.35,0.356,0.563592517266214,0.14320249
"260",260,"CNTC16","280_28_2","288_28",288,28,"T90","N","T","C","280",28,"TC_N",7.669,272624.5327,0.027,30.413,156.35,NA,NA,NA,NA,126.55,80.15,47.75,254.45,127.4,79.45,44.15,251,80.1,41.95,20.6,142.65,89.05,45.75,21.55,0.289,0.213027445874423,0.12993853
"261",261,"CNTC2","280_28_2","288_28",288,28,"T90","N","T","C","280",28,"TC_N",20.371,553457.4729,0.084,22.553,217.05,68,38.8,17.6,124.4,145.5,100.95,52.2,298.65,157.9,111.6,57.6,327.1,103.35,58.2,23.25,184.8,114.25,68.1,34.7,0.151,0.123915261007938,0.049307161
"262",262,"CNTC21","400_28_2","447_28",447,28,"T90","N","T","C","400",28,"TC_N",9.533,238897.825,0.066,23.179,207.7,NA,NA,NA,NA,95.55,51.9,22.4,169.85,107.7,60.95,29.1,197.75,98.95,56.55,25.1,180.6,110.4,65.9,31.4,0.141,0.171456639968828,0.134732455
"263",263,"CNTC22","280_31_2","311_31",311,31,"T90","N","T","C","280",31,"TC_N",10.661,28670.58529,0.05,141.455,479.4,NA,NA,NA,NA,121.4,71.75,34.95,228.1,141.4,91.1,34,266.5,147.3,94.75,41.4,283.45,207.85,181.7,89.85,0.126,0.156600408690783,0.236873111
"264",264,"CNTD1","280_31_2","311_31",311,31,"T90","N","T","D","280",31,"TD_N",17.389,761975.9618,0.139,92.778,415.55,61.1,30.6,6.4,98.1,123.3,77.15,29.3,229.75,146.85,92.55,25.6,265,188.35,136.6,61.35,386.3,190.4,153.85,71.3,0.199,0.391067499281155,0.095350007
"265",265,"CNTD13","400_28_2","447_28",447,28,"T90","N","T","D","400",28,"TD_N",10.053,597877.9841,0.066,36.107,229.6,NA,NA,NA,NA,94.15,50.5,16.7,161.35,95.85,51,20.75,167.6,98.35,56.4,25.95,180.7,123.45,75.2,30.95,0.243,0.317132843109129,0.152586211
"266",266,"CNTD15","280_28_3","288_28",288,28,"T90","N","T","D","280",28,"TD_N",3.641,250251.7393,0.051,82.832,193.75,NA,NA,NA,NA,114.85,65.75,30.45,211.05,106.7,57.45,25.2,189.35,96.6,52.55,23.05,172.2,106.85,61.35,25.55,0.187,0.885774990926929,0.806943189
"267",267,"CNTD2","280_28_2","288_28",288,28,"T90","N","T","D","280",28,"TD_N",20.952,416953.0355,0.082,29.796,236,69.2,40,9.9,119.1,104.7,62.8,28.3,195.8,113.1,69.05,32.05,214.2,77.35,41.85,19.85,139.05,125.1,78.6,32.3,0.191,0.206929623106784,0.041451785
"268",268,"CNTD5","700_31_2","701_31",701,31,"T90","N","T","D","700",31,"TD_N",21.945,601382.2435,0.063,19.178,517.7,137,94.7,38.4,270.1,112.05,66.8,28.2,207.05,176.5,122.6,45.4,344.5,231.7,190.5,95.25,517.45,220.05,191,106.65,0.007,0.140206051796157,0.061806136
"269",269,"CNTD6","700_28_2","673_28",673,28,"T90","N","T","D","700",28,"TD_N",22.357,1129651.718,0.047,28.864,191.4,105.4,62.8,19.1,187.3,94.05,56.75,26.8,177.6,126.6,92,63.2,281.8,127.25,76,37.8,80.35,105.15,59.1,27.15,0.021,0.189803898749076,0.040277039
"270",270,"CNTD8","2800_28_2","3285_28",3285,28,"T90","N","T","D","2800",28,"TD_N",26.287,886217.522,0.013,9.473,141.35,NA,NA,NA,NA,90.45,53.5,21.15,165.1,NA,NA,NA,NA,NA,NA,NA,NA,74.05,48.1,19.2,-0.196,0.0844657815016295,0.096927743
"271",271,"CNTE10","400_28_3","447_28",447,28,"T90","N","T","E","400",28,"TE_N",30.207,1035080.169,0.139,63.858,221.3,NA,NA,NA,NA,87,48.15,25,160.15,108.95,58.9,27.05,194.9,81.5,44.7,20.8,147,114.5,70.8,36,0.602,0.33114055218989,0.055756171
"272",272,"CNTE12","280_31_3","311_31",311,31,"T90","N","T","E","280",31,"TE_N",15.083,156957.2136,0.022,160.447,274,NA,NA,NA,NA,103.55,62.2,32.55,198.3,104.05,57.2,22.7,183.95,89.2,50.1,19.4,158.7,128.5,97.5,48,0.257,0.261608811049857,0.177751988
"273",273,"CNTE15","280_31_3","311_31",311,31,"T90","N","T","E","280",31,"TE_N",30.404,184184.272,0.055,39.393,378.25,76.7,40.5,17.9,135.1,91.15,53.95,26.4,171.5,98.1,57.3,23.85,179.25,110.8,68.95,33.8,213.55,163.45,134.75,80.05,0.173,0.142847240137065,0.049870605
"274",274,"CNTE15","280_31_3","311_31",311,31,"T90","N","T","E","280",31,"TE_N",30.404,184184.272,0.055,39.393,378.25,76.7,40.5,17.9,135.1,91.15,53.95,26.4,171.5,98.1,57.3,23.85,179.25,110.8,68.95,33.8,213.55,163.45,134.75,80.05,0.173,0.142847240137065,0.049870605
"275",275,"CNTE2","280_28_3","288_28",288,28,"T90","N","T","E","280",28,"TE_N",13.619,530435.4211,0.04,30.13,464.35,71.8,41.5,14.4,127.7,124.45,80,42.6,247.05,112.9,67.55,36.25,216.7,109.8,65.7,30.25,205.75,196.1,174.1,94.15,0.129,0.14495933781237,0.056724407
"276",276,"CNTE6","700_28_3","673_28",673,28,"T90","N","T","E","700",28,"TE_N",30.319,430352.4704,0.008,15.848,343.9,110.5,70,35.1,215.6,107.2,68.3,35.3,210.8,115.5,66.75,25.6,207.85,108.15,62.95,24.05,195.15,175,136.5,32.4,0.134,0.0619120986127567,0.063726476
"277",277,"CNTE8","2800_28_3","3285_28",3285,28,"T90","N","T","E","2800",28,"TE_N",22.085,287378.8752,0.126,64.317,121.3,78.1,45.8,13.6,137.5,62.95,37.7,22.4,123.05,55.55,31.75,20.05,107.35,58.35,33.4,20.45,112.2,65.25,36.65,19.4,-0.193,0.252867861826778,0.065760728
"278",278,"CNTF2","280_28_3","288_28",288,28,"T90","N","T","F","280",28,"TF_N",26.052,103752.7029,0.038,31.905,80.8,123,83.6,16.2,222.8,93.75,56.55,16.5,166.8,92.9,51.9,20.7,165.5,74,38.4,18.2,130.6,40.4,23.4,17,0.079,0.176394181541819,0.091186494
"279",279,"CNTF6","700_28_3","673_28",673,28,"T90","N","T","F","700",28,"TF_N",29.273,726001.5031,0.067,23.124,281.8,94.3,60.2,12.3,166.8,102.45,64.2,22.4,189.05,140.2,94.1,46.5,280.8,92.95,54.9,26.65,174.5,136,96.8,49,0.101,0.18248449734878,0.061399767
"280",280,"CNTF8","2800_28_3","3285_28",3285,28,"T90","N","T","F","2800",28,"TF_N",25.133,1225490.391,0.104,34.258,117.6,135.4,88,19.4,242.8,102.35,66.15,21.15,189.65,98.65,57.95,18.05,174.65,117.4,96.35,65.6,279.35,64.5,41.3,11.8,-0.195,0.320129647342803,0.107364248
"281",281,"CFAA15","400_28","447_28",447,28,"T0","F","A","A","400_28",28,"AA_F",12.00066667,1487617.355,0.266,1.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94027609523352,0.118991902
"282",282,"CFAB19","400_28","447_28",447,28,"T0","F","A","B","400_28",28,"AB_F",11.39933333,2148283.525,0.175,69.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99108496666211,0.151255284
"283",283,"CFAC15","400_28","447_28",447,28,"T0","F","A","C","400_28",28,"AC_F",10.686,2708590.679,0.316,44.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64243891945848,0.100365848
"284",284,"CFAD11","400_28","447_28",447,28,"T0","F","A","D","400_28",28,"AD_F",10.54933333,2022497.472,0.336,99.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89048318438361,0.138639564
"285",285,"CFAD11","400_28","447_28",447,28,"T0","F","A","D","400_28",28,"AD_F",10.54933333,2022497.472,0.336,99.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89048318438361,0.138639564
"286",286,"CFAE9","400_28","447_28",447,28,"T0","F","A","E","400_28",28,"AE_F",14.14233333,551394.1594,0.292,34.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34641206929264,0.094775094
"287",287,"CFAE9","400_28","447_28",447,28,"T0","F","A","E","400_28",28,"AE_F",14.14233333,551394.1594,0.292,34.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34641206929264,0.094775094
"288",288,"CFAF11","400_28","447_28",447,28,"T0","F","A","F","400_28",28,"AF_F",6.160666667,1702846.012,0.365,19.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68002455704577,0.116381014
"289",289,"CFPB8","400_28","447_28",447,28,"T0","F","P","B","400_28",28,"PB_F",7.280333333,1315324.39,0.137,68.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793801603213855,0.13484791
"290",290,"CFPE13","400_28","447_28",447,28,"T0","F","P","E","400_28",28,"PE_F",8.785333333,1193261.496,0.389,6.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627460006284241,0.081611545
"291",291,"CFSA9","400_28","447_28",447,28,"T0","F","S","A","400_28",28,"SA_F",8.170666667,1312500,0.398,21.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605160317166891,0.005592858
"292",292,"CFSB9","400_28","447_28",447,28,"T0","F","S","B","400_28",28,"SB_F",11.544,1426130.457,0.525,51.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03498164703165,0.017036364
"293",293,"CFSC11","400_28","447_28",447,28,"T0","F","S","C","400_28",28,"SC_F",9.465666667,2419762.651,0.669,11.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26160021705597,0.165972467
"294",294,"CFSD12","400_28","447_28",447,28,"T0","F","S","D","400_28",28,"SD_F",9.394333333,2264769.542,0.472,46.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17969397442358,0.029463524
"295",295,"CFSE9","400_28","447_28",447,28,"T0","F","S","E","400_28",28,"SE_F",9.466666667,1325070.423,0.335,26.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764934434127995,0.016828354
"296",296,"CFTA11","400_28","447_28",447,28,"T0","F","T","A","400_28",28,"TA_F",11.28675,1687926.108,0.399,9.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22845112440103,0.034654321
"297",297,"CFTB10","400_28","447_28",447,28,"T0","F","T","B","400_28",28,"TB_F",14.39275,217887.4781,0.289,93.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937334524905479,0.076700524
"298",298,"CFTC8","400_28","447_28",447,28,"T0","F","T","C","400_28",28,"TC_F",11.2615,1261821.249,0.196,21.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522391458657076,0.031115163
"299",299,"CFTD12","400_28","447_28",447,28,"T0","F","T","D","400_28",28,"TD_F",5.153333333,315135.8344,0.105,33.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354890563088932,0.143082197
"300",300,"CFTF15","400_28","447_28",447,28,"T0","F","T","F","400_28",28,"TF_F",21.89933333,530427.1058,0.237,38.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648172769741571,0.017701023
"301",301,"CNAA13","400_28","447_28",447,28,"T0","N","A","A","400_28",28,"AA_N",7.16,1942981.844,0.358,15.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.360746141527,0.056703653
"302",302,"CNAB9","400_28","447_28",447,28,"T0","N","A","B","400_28",28,"AB_N",9.5,1485473.684,0.281,55.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12213565122807,NA
"303",303,"CNAC9","400_28","447_28",447,28,"T0","N","A","C","400_28",28,"AC_N",9.716333333,1358743.01,0.27,79.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950007658271296,0.089511833
"304",304,"CNAD12","400_28","447_28",447,28,"T0","N","A","D","400_28",28,"AD_N",10.35566667,856213.9891,0.117,3.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569326350446028,0.082018976
"305",305,"CNAE9","400_28","447_28",447,28,"T0","N","A","E","400_28",28,"AE_N",9.664,1705660.182,0.44,17.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33399320916115,0.069598787
"306",306,"CNAF9","400_28","447_28",447,28,"T0","N","A","F","400_28",28,"AF_N",10.11366667,2440460.103,0.358,41.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56915573133082,0.075926834
"307",307,"CNPA9","400_28","447_28",447,28,"T0","N","P","A","400_28",28,"PA_N",10.44766667,164821.4912,0.14,9.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293315857992753,0.009172682
"308",308,"CNPB9","400_28","447_28",447,28,"T0","N","P","B","400_28",28,"PB_N",11.17033333,2453373.519,0.47,5.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450948388424979,0.046290774
"309",309,"CNPC10","400_28","447_28",447,28,"T0","N","P","C","400_28",28,"PC_N",10.55266667,3215869.606,0.32,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12093987455906,0.054434134
"310",310,"CNPD9","400_28","447_28",447,28,"T0","N","P","D","400_28",28,"PD_N",7.814333333,2357718.722,0.501,81.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02408403706966,0.108692725
"311",311,"CNPE10","400_28","447_28",447,28,"T0","N","P","E","400_28",28,"PE_N",10.709,1908612.693,0.479,119.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10342264901796,0.175477048
"312",312,"CNPF15","400_28","447_28",447,28,"T0","N","P","F","400_28",28,"PF_N",9.076,2394006.17,0.427,117.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32496881206846,0.048705236
"313",313,"CNSB15","400_28","447_28",447,28,"T0","N","S","B","400_28",28,"SB_N",10.22766667,2233451.749,0.693,66.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48470817146801,0.004674107
"314",314,"CNSC9","400_28","447_28",447,28,"T0","N","S","C","400_28",28,"SC_N",11.61133333,2238502.612,0.512,55.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06943967562423,0.0344776
"315",315,"CNSD10","400_28","447_28",447,28,"T0","N","S","D","400_28",28,"SD_N",11.04566667,2453601.714,0.545,101.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22692805588106,0.04152396
"316",316,"CNSE9","400_28","447_28",447,28,"T0","N","S","E","400_28",28,"SE_N",10.54866667,2177905.58,0.336,2.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698276259654213,0.021303245
"317",317,"CNSF22","400_28","447_28",447,28,"T0","N","S","F","400_28",28,"SF_N",10.542,2523809.524,0.743,65.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40330873837981,0.389528746
"318",318,"CNTA7","400_28","447_28",447,28,"T0","N","T","A","400_28",28,"TA_N",5.42975,1345918.32,0.422,135.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971409842994613,0.046459394
"319",319,"CNTB15","400_28","447_28",447,28,"T0","N","T","B","400_28",28,"TB_N",12.9025,1074644.449,0.3,126.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929527177807918,0.039296806
"320",320,"CNTC18","400_28","447_28",447,28,"T0","N","T","C","400_28",28,"TC_N",15.51916667,1117173.388,0.287,103.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795417949031753,0.036220449
"321",321,"CNTD9","400_28","447_28",447,28,"T0","N","T","D","400_28",28,"TD_N",6.285,853619.7295,0.571,101.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18419750039777,0.109854376
"322",322,"CNTE17","400_28","447_28",447,28,"T0","N","T","E","400_28",28,"TE_N",14.0745,2340544.957,0.478,112.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07301655973569,0.036534067
"323",323,"CNTF11","400_28","447_28",447,28,"T0","N","T","F","400_28",28,"TF_N",7.42675,3433354.653,0.382,13.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761010785336789,0.059521152
